#peakID	chr	start	end	strand	PC1
chr14-12100000	chr14	12100000	12200000	+	0.794193601311938
chr14-12200000	chr14	12200000	12300000	+	0.753555942779005
chr14-12300000	chr14	12300000	12400000	+	0.894317361395503
chr14-12400000	chr14	12400000	12500000	+	0.45236188412614
chr14-12500000	chr14	12500000	12600000	+	0.326737437872868
chr14-12600000	chr14	12600000	12700000	+	-0.0386528229150782
chr14-12700000	chr14	12700000	12800000	+	-0.0606650770536768
chr14-12800000	chr14	12800000	12900000	+	0.118460872325733
chr14-12900000	chr14	12900000	13000000	+	-0.0908430340100841
chr14-13000000	chr14	13000000	13100000	+	-0.41298652120819
chr14-13100000	chr14	13100000	13200000	+	-0.369085653451208
chr14-13200000	chr14	13200000	13300000	+	-0.0185832395871162
chr14-13300000	chr14	13300000	13400000	+	-0.178661515433241
chr14-13400000	chr14	13400000	13500000	+	-0.510768070463416
chr14-13500000	chr14	13500000	13600000	+	-0.577930211075153
chr14-13600000	chr14	13600000	13700000	+	-0.53802968772124
chr14-13700000	chr14	13700000	13800000	+	-0.146146172238488
chr14-13800000	chr14	13800000	13900000	+	-0.0652428000564711
chr14-13900000	chr14	13900000	14000000	+	0.409412342853687
chr14-14000000	chr14	14000000	14100000	+	0.71021235924319
chr14-14100000	chr14	14100000	14200000	+	-0.296656450140555
chr14-14200000	chr14	14200000	14300000	+	-0.608399300859866
chr14-14300000	chr14	14300000	14400000	+	-0.275392535002999
chr14-14400000	chr14	14400000	14500000	+	-0.597220808551939
chr14-14500000	chr14	14500000	14600000	+	-0.253876600738691
chr14-14600000	chr14	14600000	14700000	+	0.285956475743212
chr14-14700000	chr14	14700000	14800000	+	0.799325195203455
chr14-14800000	chr14	14800000	14900000	+	0.0444037541190318
chr14-14900000	chr14	14900000	15000000	+	-0.298002976833532
chr14-15000000	chr14	15000000	15100000	+	-0.560132615575335
chr14-15100000	chr14	15100000	15200000	+	-0.533227978749852
chr14-15200000	chr14	15200000	15300000	+	-0.579753312068857
chr14-15300000	chr14	15300000	15400000	+	-0.371477979171008
chr14-15400000	chr14	15400000	15500000	+	-0.507360625606793
chr14-15500000	chr14	15500000	15600000	+	-0.663339277680477
chr14-15600000	chr14	15600000	15700000	+	-0.691092255763865
chr14-15700000	chr14	15700000	15800000	+	-0.36906675249001
chr14-15800000	chr14	15800000	15900000	+	-0.312800853221805
chr14-15900000	chr14	15900000	16000000	+	-0.214902846697101
chr14-16000000	chr14	16000000	16100000	+	-0.246563507921736
chr14-16100000	chr14	16100000	16200000	+	-0.373378755486221
chr14-16200000	chr14	16200000	16300000	+	0.260148090936668
chr14-16300000	chr14	16300000	16400000	+	0.456927100377484
chr14-16400000	chr14	16400000	16500000	+	-0.0135404233744726
chr14-16500000	chr14	16500000	16600000	+	-0.180936509118688
chr14-16600000	chr14	16600000	16700000	+	-0.546462029938085
chr14-16700000	chr14	16700000	16800000	+	-0.612510197076195
chr14-16800000	chr14	16800000	16900000	+	-0.574330751952758
chr14-16900000	chr14	16900000	17000000	+	-0.56639655970507
chr14-17000000	chr14	17000000	17100000	+	-0.474746976717642
chr14-17100000	chr14	17100000	17200000	+	-0.520943723974556
chr14-17200000	chr14	17200000	17300000	+	-0.60970503684266
chr14-17300000	chr14	17300000	17400000	+	-0.370231667326687
chr14-17400000	chr14	17400000	17500000	+	-0.204049035559672
chr14-17500000	chr14	17500000	17600000	+	-0.291742206635196
chr14-17600000	chr14	17600000	17700000	+	-0.0905886028604243
chr14-17700000	chr14	17700000	17800000	+	-0.188677297760873
chr14-17800000	chr14	17800000	17900000	+	-0.472489601842062
chr14-17900000	chr14	17900000	18000000	+	-0.307707770566736
chr14-18000000	chr14	18000000	18100000	+	-0.40402798399785
chr14-18100000	chr14	18100000	18200000	+	-0.25585743141243
chr14-18200000	chr14	18200000	18300000	+	0.7429621893941
chr14-18300000	chr14	18300000	18400000	+	0.503170203865727
chr14-18400000	chr14	18400000	18500000	+	-0.137622773715851
chr14-18500000	chr14	18500000	18600000	+	-0.546057668872141
chr14-18600000	chr14	18600000	18700000	+	-0.699520797378292
chr14-18700000	chr14	18700000	18800000	+	-0.63852602428863
chr14-18800000	chr14	18800000	18900000	+	-0.532320809287888
chr14-18900000	chr14	18900000	19000000	+	-0.716476223298658
chr14-19000000	chr14	19000000	19100000	+	-0.690744909404664
chr14-19100000	chr14	19100000	19200000	+	-0.664962893291637
chr14-19200000	chr14	19200000	19300000	+	-0.661937777894494
chr14-19300000	chr14	19300000	19400000	+	-0.651500446215644
chr14-19600000	chr14	19600000	19700000	+	0.610311538560462
chr14-19700000	chr14	19700000	19800000	+	1.38019968093411
chr14-19800000	chr14	19800000	19900000	+	1.3892774610982
chr14-19900000	chr14	19900000	20000000	+	1.37163692866591
chr14-20000000	chr14	20000000	20100000	+	1.40871634040199
chr14-20100000	chr14	20100000	20200000	+	1.49805673135515
chr14-20200000	chr14	20200000	20300000	+	1.45266846871043
chr14-20300000	chr14	20300000	20400000	+	1.52874144227933
chr14-20400000	chr14	20400000	20500000	+	1.48639868034959
chr14-20500000	chr14	20500000	20600000	+	1.48934931806366
chr14-20600000	chr14	20600000	20700000	+	1.50909521933814
chr14-20700000	chr14	20700000	20800000	+	1.52225609552653
chr14-20800000	chr14	20800000	20900000	+	1.50913702784273
chr14-20900000	chr14	20900000	21000000	+	1.45888423664969
chr14-21000000	chr14	21000000	21100000	+	1.46749966575194
chr14-21100000	chr14	21100000	21200000	+	1.21833271080981
chr14-21200000	chr14	21200000	21300000	+	0.895923227945998
chr14-21300000	chr14	21300000	21400000	+	0.845097203676773
chr14-21400000	chr14	21400000	21500000	+	1.23230219151384
chr14-21500000	chr14	21500000	21600000	+	1.35525913183147
chr14-21600000	chr14	21600000	21700000	+	1.38433961813539
chr14-21700000	chr14	21700000	21800000	+	1.41428872273538
chr14-21800000	chr14	21800000	21900000	+	1.28146495222518
chr14-21900000	chr14	21900000	22000000	+	0.555972260319252
chr14-22000000	chr14	22000000	22100000	+	0.147633329593362
chr14-22100000	chr14	22100000	22200000	+	-0.103717951459896
chr14-22200000	chr14	22200000	22300000	+	-0.310363758675939
chr14-22300000	chr14	22300000	22400000	+	-0.478047355239727
chr14-22400000	chr14	22400000	22500000	+	-0.479588965249163
chr14-22500000	chr14	22500000	22600000	+	-0.325181748243681
chr14-22600000	chr14	22600000	22700000	+	-0.395268837756587
chr14-22700000	chr14	22700000	22800000	+	-0.278465891279427
chr14-22800000	chr14	22800000	22900000	+	-0.218643378510699
chr14-22900000	chr14	22900000	23000000	+	-0.664143014263388
chr14-23000000	chr14	23000000	23100000	+	-0.416204684835945
chr14-23100000	chr14	23100000	23200000	+	-0.207374308668655
chr14-23200000	chr14	23200000	23300000	+	-0.388544982186511
chr14-23300000	chr14	23300000	23400000	+	-0.0263796305942949
chr14-23400000	chr14	23400000	23500000	+	0.0200277233178055
chr14-23500000	chr14	23500000	23600000	+	0.0223299437035994
chr14-23600000	chr14	23600000	23700000	+	-0.128511610532533
chr14-23700000	chr14	23700000	23800000	+	-0.161840423795915
chr14-23800000	chr14	23800000	23900000	+	-0.184478837877371
chr14-23900000	chr14	23900000	24000000	+	0.0294940143894453
chr14-24000000	chr14	24000000	24100000	+	0.588982253785287
chr14-24100000	chr14	24100000	24200000	+	1.28865952752812
chr14-24200000	chr14	24200000	24300000	+	1.39494749321476
chr14-24300000	chr14	24300000	24400000	+	0.68266469699762
chr14-24400000	chr14	24400000	24500000	+	1.395052831727
chr14-24500000	chr14	24500000	24600000	+	1.27156210973778
chr14-24600000	chr14	24600000	24700000	+	0.907434058134913
chr14-24700000	chr14	24700000	24800000	+	1.09011341743872
chr14-24800000	chr14	24800000	24900000	+	0.886593742228796
chr14-24900000	chr14	24900000	25000000	+	1.05211989739527
chr14-25000000	chr14	25000000	25100000	+	1.06774035296046
chr14-25100000	chr14	25100000	25200000	+	1.0391195278195
chr14-25200000	chr14	25200000	25300000	+	1.05421559138601
chr14-25300000	chr14	25300000	25400000	+	1.40211926744167
chr14-25400000	chr14	25400000	25500000	+	1.4138091469076
chr14-25500000	chr14	25500000	25600000	+	1.47556633749837
chr14-25600000	chr14	25600000	25700000	+	1.64080635202822
chr14-25700000	chr14	25700000	25800000	+	1.60600176015362
chr14-25800000	chr14	25800000	25900000	+	1.59080276024962
chr14-26200000	chr14	26200000	26300000	+	0.594773575597672
chr14-26300000	chr14	26300000	26400000	+	1.45606915985247
chr14-26400000	chr14	26400000	26500000	+	1.52063858225763
chr14-26500000	chr14	26500000	26600000	+	1.54760521803017
chr14-26600000	chr14	26600000	26700000	+	1.53193050349382
chr14-26700000	chr14	26700000	26800000	+	1.14359204121989
chr14-26800000	chr14	26800000	26900000	+	1.28571085657294
chr14-26900000	chr14	26900000	27000000	+	1.45826387443538
chr14-27000000	chr14	27000000	27100000	+	1.53479735791212
chr14-27100000	chr14	27100000	27200000	+	1.51868177799141
chr14-27200000	chr14	27200000	27300000	+	1.45143773583347
chr14-27300000	chr14	27300000	27400000	+	1.46413488965075
chr14-27400000	chr14	27400000	27500000	+	1.45377198454605
chr14-27500000	chr14	27500000	27600000	+	0.961978289025249
chr14-27600000	chr14	27600000	27700000	+	1.16457851961336
chr14-27700000	chr14	27700000	27800000	+	0.642385054119849
chr14-27800000	chr14	27800000	27900000	+	-0.0992162062713022
chr14-27900000	chr14	27900000	28000000	+	-0.254003285866454
chr14-28000000	chr14	28000000	28100000	+	-0.235924401878437
chr14-28100000	chr14	28100000	28200000	+	-0.377340157436578
chr14-28200000	chr14	28200000	28300000	+	-0.321672780109226
chr14-28300000	chr14	28300000	28400000	+	-0.16432005082234
chr14-28400000	chr14	28400000	28500000	+	0.0479818485127397
chr14-28500000	chr14	28500000	28600000	+	0.329511837719089
chr14-28600000	chr14	28600000	28700000	+	-0.368330062150699
chr14-28700000	chr14	28700000	28800000	+	-0.475410373823645
chr14-28800000	chr14	28800000	28900000	+	-0.448744842666618
chr14-28900000	chr14	28900000	29000000	+	-0.31591584925864
chr14-29000000	chr14	29000000	29100000	+	-0.216896336024825
chr14-29100000	chr14	29100000	29200000	+	-0.25537754639233
chr14-29200000	chr14	29200000	29300000	+	-0.334682736998267
chr14-29300000	chr14	29300000	29400000	+	-0.348836791935147
chr14-29400000	chr14	29400000	29500000	+	-0.382873571719524
chr14-29500000	chr14	29500000	29600000	+	-0.531293839069392
chr14-29600000	chr14	29600000	29700000	+	-0.275998274276463
chr14-29700000	chr14	29700000	29800000	+	0.247508101687231
chr14-29800000	chr14	29800000	29900000	+	0.12816272737645
chr14-29900000	chr14	29900000	30000000	+	1.21097359075672
chr14-30000000	chr14	30000000	30100000	+	1.24141330485254
chr14-30100000	chr14	30100000	30200000	+	1.01061052594064
chr14-30200000	chr14	30200000	30300000	+	0.717251902310229
chr14-30300000	chr14	30300000	30400000	+	1.03989310288442
chr14-30400000	chr14	30400000	30500000	+	1.37352433447634
chr14-30500000	chr14	30500000	30600000	+	1.57602473656916
chr14-30600000	chr14	30600000	30700000	+	1.57961436191287
chr14-30700000	chr14	30700000	30800000	+	1.46221681961782
chr14-30800000	chr14	30800000	30900000	+	1.49846805015149
chr14-30900000	chr14	30900000	31000000	+	1.54976035229711
chr14-31000000	chr14	31000000	31100000	+	1.46941885944677
chr14-31100000	chr14	31100000	31200000	+	1.50790445100611
chr14-31200000	chr14	31200000	31300000	+	1.54855965045262
chr14-31300000	chr14	31300000	31400000	+	1.50432672842769
chr14-31400000	chr14	31400000	31500000	+	1.54605109035375
chr14-31500000	chr14	31500000	31600000	+	1.50497823570117
chr14-31600000	chr14	31600000	31700000	+	1.48917964987997
chr14-31700000	chr14	31700000	31800000	+	1.45375349994232
chr14-31800000	chr14	31800000	31900000	+	1.35892019744463
chr14-31900000	chr14	31900000	32000000	+	1.39138647945244
chr14-32000000	chr14	32000000	32100000	+	1.46712906075709
chr14-32100000	chr14	32100000	32200000	+	1.53436056242654
chr14-32200000	chr14	32200000	32300000	+	1.5312247990837
chr14-32300000	chr14	32300000	32400000	+	1.52552546842785
chr14-32400000	chr14	32400000	32500000	+	1.51403195788158
chr14-32500000	chr14	32500000	32600000	+	1.44347712115202
chr14-32600000	chr14	32600000	32700000	+	0.92129701927465
chr14-32700000	chr14	32700000	32800000	+	0.64884792390297
chr14-32800000	chr14	32800000	32900000	+	0.742185002661499
chr14-32900000	chr14	32900000	33000000	+	0.615816704319299
chr14-33000000	chr14	33000000	33100000	+	0.544884546330862
chr14-33100000	chr14	33100000	33200000	+	0.812712599624088
chr14-33200000	chr14	33200000	33300000	+	1.13865085188747
chr14-33300000	chr14	33300000	33400000	+	1.2787774313965
chr14-33400000	chr14	33400000	33500000	+	0.706665485270022
chr14-33500000	chr14	33500000	33600000	+	-0.0524521956126865
chr14-33600000	chr14	33600000	33700000	+	-0.123234394565078
chr14-33700000	chr14	33700000	33800000	+	-0.435933960101629
chr14-33800000	chr14	33800000	33900000	+	-0.45148601327239
chr14-33900000	chr14	33900000	34000000	+	0.562661203263589
chr14-34000000	chr14	34000000	34100000	+	0.690621978507243
chr14-34100000	chr14	34100000	34200000	+	1.18643502018362
chr14-34200000	chr14	34200000	34300000	+	1.42506381055247
chr14-34300000	chr14	34300000	34400000	+	1.41406462689768
chr14-34400000	chr14	34400000	34500000	+	1.40965255728701
chr14-34500000	chr14	34500000	34600000	+	1.40843466003503
chr14-34600000	chr14	34600000	34700000	+	1.32876824322804
chr14-34700000	chr14	34700000	34800000	+	1.24908592464975
chr14-34800000	chr14	34800000	34900000	+	0.508637578558513
chr14-34900000	chr14	34900000	35000000	+	0.203802157699398
chr14-35000000	chr14	35000000	35100000	+	-0.127935122880013
chr14-35100000	chr14	35100000	35200000	+	-0.523934401656741
chr14-35200000	chr14	35200000	35300000	+	-1.01972137077406
chr14-35300000	chr14	35300000	35400000	+	-1.07521199818579
chr14-35400000	chr14	35400000	35500000	+	-1.09905800282452
chr14-35500000	chr14	35500000	35600000	+	-0.944403089975076
chr14-35600000	chr14	35600000	35700000	+	-0.61958166514184
chr14-35700000	chr14	35700000	35800000	+	-0.7528845494836
chr14-35800000	chr14	35800000	35900000	+	-1.01591371439267
chr14-35900000	chr14	35900000	36000000	+	-1.07966111683096
chr14-36000000	chr14	36000000	36100000	+	-0.893488164519376
chr14-36100000	chr14	36100000	36200000	+	-1.01452922555076
chr14-36200000	chr14	36200000	36300000	+	-1.13122595817986
chr14-36300000	chr14	36300000	36400000	+	-1.15907579413939
chr14-36400000	chr14	36400000	36500000	+	-1.10662813594709
chr14-36500000	chr14	36500000	36600000	+	-0.97367462818857
chr14-36600000	chr14	36600000	36700000	+	-1.041808447995
chr14-36700000	chr14	36700000	36800000	+	-0.735925946223893
chr14-36800000	chr14	36800000	36900000	+	0.194758941527901
chr14-36900000	chr14	36900000	37000000	+	0.745733871679254
chr14-37000000	chr14	37000000	37100000	+	0.183141587192395
chr14-37100000	chr14	37100000	37200000	+	0.100083668848531
chr14-37200000	chr14	37200000	37300000	+	-0.818251321917699
chr14-37300000	chr14	37300000	37400000	+	-0.866175079985426
chr14-37400000	chr14	37400000	37500000	+	-0.980916940508197
chr14-37500000	chr14	37500000	37600000	+	-0.737231091060742
chr14-37600000	chr14	37600000	37700000	+	-0.932627222920999
chr14-37700000	chr14	37700000	37800000	+	-0.834541740752066
chr14-37800000	chr14	37800000	37900000	+	-1.00038119706139
chr14-37900000	chr14	37900000	38000000	+	-1.08753831242822
chr14-38000000	chr14	38000000	38100000	+	-1.08750898410606
chr14-38100000	chr14	38100000	38200000	+	-0.939991454208293
chr14-38200000	chr14	38200000	38300000	+	-0.848076446625744
chr14-38300000	chr14	38300000	38400000	+	-0.971664751972322
chr14-38400000	chr14	38400000	38500000	+	-1.11129850718286
chr14-38500000	chr14	38500000	38600000	+	-1.05410713332583
chr14-38600000	chr14	38600000	38700000	+	-1.176622682337
chr14-38700000	chr14	38700000	38800000	+	-1.28080509043111
chr14-38800000	chr14	38800000	38900000	+	-1.21283346604823
chr14-38900000	chr14	38900000	39000000	+	-1.23741249382438
chr14-39000000	chr14	39000000	39100000	+	-1.26802451937454
chr14-39100000	chr14	39100000	39200000	+	-1.31153434527657
chr14-39200000	chr14	39200000	39300000	+	-1.31393640201206
chr14-39300000	chr14	39300000	39400000	+	-1.31250465054447
chr14-39400000	chr14	39400000	39500000	+	-1.12291108502244
chr14-39500000	chr14	39500000	39600000	+	-0.852985098048523
chr14-39600000	chr14	39600000	39700000	+	-0.925060187087342
chr14-39700000	chr14	39700000	39800000	+	-1.06861529668234
chr14-39800000	chr14	39800000	39900000	+	-1.19044353536525
chr14-39900000	chr14	39900000	40000000	+	-1.19819729923392
chr14-40000000	chr14	40000000	40100000	+	-0.911423742138751
chr14-40100000	chr14	40100000	40200000	+	-0.953837862181719
chr14-40200000	chr14	40200000	40300000	+	-1.10104893471238
chr14-40300000	chr14	40300000	40400000	+	-1.08966059915131
chr14-40400000	chr14	40400000	40500000	+	-1.07675367737568
chr14-40500000	chr14	40500000	40600000	+	-0.954901453557124
chr14-40600000	chr14	40600000	40700000	+	-0.964836777035772
chr14-40700000	chr14	40700000	40800000	+	-0.789033801605073
chr14-40800000	chr14	40800000	40900000	+	-0.0757262437315865
chr14-40900000	chr14	40900000	41000000	+	0.845931356748531
chr14-41000000	chr14	41000000	41100000	+	0.367057957083526
chr14-41100000	chr14	41100000	41200000	+	-0.00554777103760286
chr14-43900000	chr14	43900000	44000000	+	-0.209442584632003
chr14-44700000	chr14	44700000	44800000	+	-0.632229984213463
chr14-44800000	chr14	44800000	44900000	+	-0.32728224446678
chr14-44900000	chr14	44900000	45000000	+	-0.350200226514053
chr14-45000000	chr14	45000000	45100000	+	-0.506535431057073
chr14-45100000	chr14	45100000	45200000	+	-0.0345728490679263
chr14-45200000	chr14	45200000	45300000	+	0.886165820288636
chr14-45300000	chr14	45300000	45400000	+	1.41693020743127
chr14-45400000	chr14	45400000	45500000	+	1.48678317237643
chr14-45500000	chr14	45500000	45600000	+	1.44219771044493
chr14-45600000	chr14	45600000	45700000	+	1.18440334851394
chr14-45700000	chr14	45700000	45800000	+	0.714350799109706
chr14-45800000	chr14	45800000	45900000	+	-0.0310566217381818
chr14-45900000	chr14	45900000	46000000	+	-0.247610809832736
chr14-46000000	chr14	46000000	46100000	+	-0.247158909351612
chr14-46100000	chr14	46100000	46200000	+	-0.0885748285634704
chr14-46200000	chr14	46200000	46300000	+	0.000879089998767213
chr14-46300000	chr14	46300000	46400000	+	0.861523469928347
chr14-46400000	chr14	46400000	46500000	+	0.652275825094548
chr14-46500000	chr14	46500000	46600000	+	0.201397658176598
chr14-46600000	chr14	46600000	46700000	+	0.460591510264877
chr14-46700000	chr14	46700000	46800000	+	1.07036106379185
chr14-46800000	chr14	46800000	46900000	+	1.23975137436558
chr14-46900000	chr14	46900000	47000000	+	1.05594293633838
chr14-47000000	chr14	47000000	47100000	+	0.947719418768427
chr14-47100000	chr14	47100000	47200000	+	1.19550796838642
chr14-47200000	chr14	47200000	47300000	+	1.51755198818623
chr14-47300000	chr14	47300000	47400000	+	1.53309983692481
chr14-47400000	chr14	47400000	47500000	+	1.5393455109907
chr14-47500000	chr14	47500000	47600000	+	1.5514345787409
chr14-47600000	chr14	47600000	47700000	+	1.50568073278179
chr14-47700000	chr14	47700000	47800000	+	1.19936723712308
chr14-47800000	chr14	47800000	47900000	+	0.724225696518885
chr14-47900000	chr14	47900000	48000000	+	0.353222760456324
chr14-48000000	chr14	48000000	48100000	+	0.420384971093131
chr14-48100000	chr14	48100000	48200000	+	0.847396284439387
chr14-48200000	chr14	48200000	48300000	+	0.616873565012145
chr14-48300000	chr14	48300000	48400000	+	0.916415382211872
chr14-48400000	chr14	48400000	48500000	+	1.30462754594509
chr14-48500000	chr14	48500000	48600000	+	1.39265002379044
chr14-48600000	chr14	48600000	48700000	+	1.43679464424617
chr14-48700000	chr14	48700000	48800000	+	1.36383805818734
chr14-48800000	chr14	48800000	48900000	+	1.1890459956386
chr14-48900000	chr14	48900000	49000000	+	1.2705671918636
chr14-49000000	chr14	49000000	49100000	+	1.41193848019344
chr14-49100000	chr14	49100000	49200000	+	1.30185810246794
chr14-49200000	chr14	49200000	49300000	+	0.687281207744813
chr14-49300000	chr14	49300000	49400000	+	0.313569916939755
chr14-49400000	chr14	49400000	49500000	+	0.0470519084688054
chr14-49500000	chr14	49500000	49600000	+	-0.288515896255918
chr14-49600000	chr14	49600000	49700000	+	-0.359069133282934
chr14-49700000	chr14	49700000	49800000	+	0.148570956789414
chr14-49800000	chr14	49800000	49900000	+	-0.371789411550066
chr14-49900000	chr14	49900000	50000000	+	-0.864061386416297
chr14-50000000	chr14	50000000	50100000	+	-0.583601503899226
chr14-50100000	chr14	50100000	50200000	+	-1.15272052919601
chr14-50200000	chr14	50200000	50300000	+	-1.13703257114372
chr14-50300000	chr14	50300000	50400000	+	-1.02102987874439
chr14-50400000	chr14	50400000	50500000	+	-0.915345480499334
chr14-50500000	chr14	50500000	50600000	+	-0.699891090397463
chr14-50600000	chr14	50600000	50700000	+	-0.708193527330024
chr14-50700000	chr14	50700000	50800000	+	0.129561279229006
chr14-50800000	chr14	50800000	50900000	+	1.36762082434124
chr14-50900000	chr14	50900000	51000000	+	1.33263693760147
chr14-51000000	chr14	51000000	51100000	+	1.28284475105497
chr14-51100000	chr14	51100000	51200000	+	0.627042396660875
chr14-51200000	chr14	51200000	51300000	+	-0.0241039446104445
chr14-51300000	chr14	51300000	51400000	+	-0.313587968317944
chr14-51400000	chr14	51400000	51500000	+	-0.209501562057514
chr14-51500000	chr14	51500000	51600000	+	-0.555851307401432
chr14-51700000	chr14	51700000	51800000	+	0.0131788491287716
chr14-51800000	chr14	51800000	51900000	+	0.777322313109635
chr14-51900000	chr14	51900000	52000000	+	1.34760547993176
chr14-52000000	chr14	52000000	52100000	+	1.3937466029073
chr14-52100000	chr14	52100000	52200000	+	1.40059528892307
chr14-52200000	chr14	52200000	52300000	+	1.37473993448642
chr14-52300000	chr14	52300000	52400000	+	1.04687272873632
chr14-52400000	chr14	52400000	52500000	+	-0.420295745994193
chr14-52500000	chr14	52500000	52600000	+	-0.557240651887064
chr14-52600000	chr14	52600000	52700000	+	-0.491880411703108
chr14-53500000	chr14	53500000	53600000	+	0.496706481107586
chr14-53700000	chr14	53700000	53800000	+	0.386561063948889
chr14-53800000	chr14	53800000	53900000	+	0.524374641946629
chr14-53900000	chr14	53900000	54000000	+	0.0824578426826727
chr14-54000000	chr14	54000000	54100000	+	0.757371304634986
chr14-54100000	chr14	54100000	54200000	+	0.946291099385849
chr14-54200000	chr14	54200000	54300000	+	1.32198128495631
chr14-54300000	chr14	54300000	54400000	+	1.36987018637799
chr14-54400000	chr14	54400000	54500000	+	1.45560316569048
chr14-54500000	chr14	54500000	54600000	+	1.41362652854017
chr14-54600000	chr14	54600000	54700000	+	1.47091831431139
chr14-54700000	chr14	54700000	54800000	+	1.45637599597898
chr14-54800000	chr14	54800000	54900000	+	1.48395206343766
chr14-54900000	chr14	54900000	55000000	+	1.48704850730938
chr14-55000000	chr14	55000000	55100000	+	1.50516601879496
chr14-55100000	chr14	55100000	55200000	+	1.40779146359335
chr14-55200000	chr14	55200000	55300000	+	1.05358905171641
chr14-55300000	chr14	55300000	55400000	+	1.13582423023474
chr14-55400000	chr14	55400000	55500000	+	1.34125441971341
chr14-55500000	chr14	55500000	55600000	+	1.52702150773646
chr14-55600000	chr14	55600000	55700000	+	1.48623796047413
chr14-55700000	chr14	55700000	55800000	+	1.48079465490134
chr14-55800000	chr14	55800000	55900000	+	1.44871180905959
chr14-55900000	chr14	55900000	56000000	+	1.2577338387118
chr14-56000000	chr14	56000000	56100000	+	0.311886118291201
chr14-56100000	chr14	56100000	56200000	+	0.604883055017179
chr14-56200000	chr14	56200000	56300000	+	0.464144091659332
chr14-56300000	chr14	56300000	56400000	+	0.904561659889881
chr14-56400000	chr14	56400000	56500000	+	0.993085870190521
chr14-56500000	chr14	56500000	56600000	+	1.16652029100866
chr14-56600000	chr14	56600000	56700000	+	1.29393492363959
chr14-56700000	chr14	56700000	56800000	+	1.38584127035744
chr14-56800000	chr14	56800000	56900000	+	1.41891016203829
chr14-56900000	chr14	56900000	57000000	+	1.40208724041586
chr14-57000000	chr14	57000000	57100000	+	1.21413481882769
chr14-57100000	chr14	57100000	57200000	+	0.879384424152968
chr14-57200000	chr14	57200000	57300000	+	0.718768497938245
chr14-57300000	chr14	57300000	57400000	+	1.26781265698142
chr14-57400000	chr14	57400000	57500000	+	1.32707239833389
chr14-57500000	chr14	57500000	57600000	+	1.43624093435907
chr14-57600000	chr14	57600000	57700000	+	1.46026616177144
chr14-57700000	chr14	57700000	57800000	+	1.41206947995818
chr14-57800000	chr14	57800000	57900000	+	1.42042299676053
chr14-57900000	chr14	57900000	58000000	+	1.12284279723523
chr14-58000000	chr14	58000000	58100000	+	0.586926311715329
chr14-58100000	chr14	58100000	58200000	+	-0.0373552005118063
chr14-58200000	chr14	58200000	58300000	+	-0.340233088908993
