#peakID	chr	start	end	strand	PC1
chr1-20100000	chr1	20100000	20200000	+	-1.12477753950326
chr1-20200000	chr1	20200000	20300000	+	-0.995307302624588
chr1-20300000	chr1	20300000	20400000	+	-0.823946618420153
chr1-20400000	chr1	20400000	20500000	+	-0.500279708128573
chr1-20500000	chr1	20500000	20600000	+	-0.436266001457796
chr1-20600000	chr1	20600000	20700000	+	-0.277243758334058
chr1-20700000	chr1	20700000	20800000	+	0.904632513924917
chr1-20800000	chr1	20800000	20900000	+	1.26525491422543
chr1-20900000	chr1	20900000	21000000	+	1.06298300785843
chr1-21000000	chr1	21000000	21100000	+	0.793043935649785
chr1-21100000	chr1	21100000	21200000	+	0.494549132522568
chr1-21200000	chr1	21200000	21300000	+	0.787876909832701
chr1-21300000	chr1	21300000	21400000	+	-0.140652586399365
chr1-21400000	chr1	21400000	21500000	+	-0.65645696953395
chr1-21500000	chr1	21500000	21600000	+	-0.991437731217451
chr1-21600000	chr1	21600000	21700000	+	-1.12334922790818
chr1-21700000	chr1	21700000	21800000	+	-1.0084605163612
chr1-21800000	chr1	21800000	21900000	+	-1.03486099412733
chr1-21900000	chr1	21900000	22000000	+	-0.884593045523706
chr1-22000000	chr1	22000000	22100000	+	-0.936985976641646
chr1-22100000	chr1	22100000	22200000	+	-0.931084776714205
chr1-22200000	chr1	22200000	22300000	+	-0.647925211444194
chr1-22300000	chr1	22300000	22400000	+	0.0610469808184071
chr1-22400000	chr1	22400000	22500000	+	0.513372813931147
chr1-22500000	chr1	22500000	22600000	+	-0.147244459711221
chr1-22600000	chr1	22600000	22700000	+	-0.845188761012083
chr1-22700000	chr1	22700000	22800000	+	-1.00738897618587
chr1-22800000	chr1	22800000	22900000	+	-0.936941778528692
chr1-22900000	chr1	22900000	23000000	+	-0.894072216182239
chr1-23000000	chr1	23000000	23100000	+	-0.865327539268404
chr1-23100000	chr1	23100000	23200000	+	-0.647442650182428
chr1-23200000	chr1	23200000	23300000	+	-0.0214735666430272
chr1-23300000	chr1	23300000	23400000	+	0.110413367220475
chr1-23400000	chr1	23400000	23500000	+	-0.553274703316739
chr1-23500000	chr1	23500000	23600000	+	-0.668507029425808
chr1-23600000	chr1	23600000	23700000	+	-0.70949073584075
chr1-23700000	chr1	23700000	23800000	+	-0.177078729636317
chr1-23800000	chr1	23800000	23900000	+	0.551191618887206
chr1-23900000	chr1	23900000	24000000	+	1.09200276366795
chr1-24000000	chr1	24000000	24100000	+	0.996336079685576
chr1-24100000	chr1	24100000	24200000	+	0.258748374824748
chr1-24200000	chr1	24200000	24300000	+	-0.323066345436245
chr1-24300000	chr1	24300000	24400000	+	-0.574945592224731
chr1-24400000	chr1	24400000	24500000	+	-0.839258840605547
chr1-24500000	chr1	24500000	24600000	+	-0.578867074025319
chr1-24600000	chr1	24600000	24700000	+	-0.113857682380045
chr1-24700000	chr1	24700000	24800000	+	-0.225377969189466
chr1-24800000	chr1	24800000	24900000	+	-0.870952831058381
chr1-24900000	chr1	24900000	25000000	+	-0.762910831588004
chr1-25000000	chr1	25000000	25100000	+	-0.53119738735716
chr1-25100000	chr1	25100000	25200000	+	-0.575479908445224
chr1-25200000	chr1	25200000	25300000	+	-0.761079789292693
chr1-25300000	chr1	25300000	25400000	+	-1.07354329801946
chr1-25400000	chr1	25400000	25500000	+	-1.0685592536867
chr1-25500000	chr1	25500000	25600000	+	-1.08896595270827
chr1-25600000	chr1	25600000	25700000	+	-1.08666558036617
chr1-25700000	chr1	25700000	25800000	+	-1.04672856886129
chr1-25800000	chr1	25800000	25900000	+	-0.820047105975548
chr1-25900000	chr1	25900000	26000000	+	-0.90868236141332
chr1-26000000	chr1	26000000	26100000	+	-1.03056686323234
chr1-26100000	chr1	26100000	26200000	+	-1.14682705207074
chr1-26200000	chr1	26200000	26300000	+	-0.799864958273872
chr1-26300000	chr1	26300000	26400000	+	-0.742944673817141
chr1-26400000	chr1	26400000	26500000	+	-0.795694988834576
chr1-26500000	chr1	26500000	26600000	+	-1.00758623876611
chr1-26600000	chr1	26600000	26700000	+	-1.14882869647425
chr1-26700000	chr1	26700000	26800000	+	-1.05694339580485
chr1-26800000	chr1	26800000	26900000	+	-0.92472878392697
chr1-26900000	chr1	26900000	27000000	+	-0.963116429989824
chr1-27000000	chr1	27000000	27100000	+	-0.949095493401952
chr1-27100000	chr1	27100000	27200000	+	-0.944529370522545
chr1-27200000	chr1	27200000	27300000	+	-0.950497444487969
chr1-27300000	chr1	27300000	27400000	+	-1.08104373759269
chr1-27400000	chr1	27400000	27500000	+	-1.09700702001107
chr1-27500000	chr1	27500000	27600000	+	-1.10255247008108
chr1-27600000	chr1	27600000	27700000	+	-1.15518171046889
chr1-27700000	chr1	27700000	27800000	+	-1.13450093348092
chr1-27800000	chr1	27800000	27900000	+	-1.12613128177498
chr1-27900000	chr1	27900000	28000000	+	-1.13713613175256
chr1-28000000	chr1	28000000	28100000	+	-1.13801986650812
chr1-28100000	chr1	28100000	28200000	+	-1.07303708399241
chr1-28200000	chr1	28200000	28300000	+	-0.960669916780607
chr1-28300000	chr1	28300000	28400000	+	-0.849301583768392
chr1-28400000	chr1	28400000	28500000	+	-0.940856816297623
chr1-28500000	chr1	28500000	28600000	+	-1.06991435969932
chr1-28600000	chr1	28600000	28700000	+	-0.883359772433784
chr1-28700000	chr1	28700000	28800000	+	-1.05667389707487
chr1-28800000	chr1	28800000	28900000	+	-1.01298869571147
chr1-28900000	chr1	28900000	29000000	+	-1.12510539091859
chr1-29000000	chr1	29000000	29100000	+	-1.10546536511926
chr1-29100000	chr1	29100000	29200000	+	-1.07985898637733
chr1-29200000	chr1	29200000	29300000	+	-1.13211726450001
chr1-29300000	chr1	29300000	29400000	+	-1.11986797413883
chr1-29400000	chr1	29400000	29500000	+	-1.17122909969743
chr1-29500000	chr1	29500000	29600000	+	-1.11658364518311
chr1-29600000	chr1	29600000	29700000	+	-1.03232148229552
chr1-29700000	chr1	29700000	29800000	+	-0.967778733174718
chr1-29800000	chr1	29800000	29900000	+	-0.943876409616585
chr1-29900000	chr1	29900000	30000000	+	-0.864852164742207
chr1-30000000	chr1	30000000	30100000	+	-0.961476870997321
chr1-30100000	chr1	30100000	30200000	+	-1.10180108895432
chr1-30200000	chr1	30200000	30300000	+	-0.927130242325967
chr1-30300000	chr1	30300000	30400000	+	-0.86042140909686
chr1-30400000	chr1	30400000	30500000	+	-0.852838028226409
chr1-30500000	chr1	30500000	30600000	+	-0.630851283924103
chr1-30600000	chr1	30600000	30700000	+	-0.769051073453858
chr1-30700000	chr1	30700000	30800000	+	0.00489468472693744
chr1-30800000	chr1	30800000	30900000	+	1.04856144690873
chr1-30900000	chr1	30900000	31000000	+	0.508510100550088
chr1-31000000	chr1	31000000	31100000	+	-0.716842515974327
chr1-31100000	chr1	31100000	31200000	+	-0.6926919041983
chr1-31200000	chr1	31200000	31300000	+	-0.664772351422672
chr1-31300000	chr1	31300000	31400000	+	-0.963556926920496
chr1-31400000	chr1	31400000	31500000	+	-1.13547100839892
chr1-31500000	chr1	31500000	31600000	+	-1.17028255954603
chr1-31600000	chr1	31600000	31700000	+	-0.949664756246218
chr1-31700000	chr1	31700000	31800000	+	-1.00277105627665
chr1-31800000	chr1	31800000	31900000	+	-1.11538439480364
chr1-31900000	chr1	31900000	32000000	+	-1.08554856868779
chr1-32000000	chr1	32000000	32100000	+	-1.0307062683797
chr1-32100000	chr1	32100000	32200000	+	-1.00431658032251
chr1-32200000	chr1	32200000	32300000	+	-1.0457017167754
chr1-32300000	chr1	32300000	32400000	+	-1.17369473782657
chr1-32400000	chr1	32400000	32500000	+	-1.08716110768476
chr1-32500000	chr1	32500000	32600000	+	-1.10024236293092
chr1-32600000	chr1	32600000	32700000	+	-1.09710155271009
chr1-32700000	chr1	32700000	32800000	+	-1.04200480927374
chr1-32800000	chr1	32800000	32900000	+	-1.09989788696505
chr1-32900000	chr1	32900000	33000000	+	-1.11847279843334
chr1-33000000	chr1	33000000	33100000	+	-0.902513297067047
chr1-33100000	chr1	33100000	33200000	+	-0.957631050932523
chr1-33200000	chr1	33200000	33300000	+	-0.776693314797367
chr1-33300000	chr1	33300000	33400000	+	-0.901797867349466
chr1-33400000	chr1	33400000	33500000	+	-0.403131451955334
chr1-33500000	chr1	33500000	33600000	+	0.453698449141676
chr1-33600000	chr1	33600000	33700000	+	1.22734081580124
chr1-33700000	chr1	33700000	33800000	+	1.49266229968524
chr1-33800000	chr1	33800000	33900000	+	1.49401934475246
chr1-33900000	chr1	33900000	34000000	+	1.53481096284817
chr1-34000000	chr1	34000000	34100000	+	1.53087880893845
chr1-34100000	chr1	34100000	34200000	+	1.53946608327475
chr1-34200000	chr1	34200000	34300000	+	1.50872835350735
chr1-34300000	chr1	34300000	34400000	+	1.30210040554921
chr1-34400000	chr1	34400000	34500000	+	1.56160455673976
chr1-34500000	chr1	34500000	34600000	+	1.41516427158002
chr1-34600000	chr1	34600000	34700000	+	1.18827558797002
chr1-34700000	chr1	34700000	34800000	+	1.18478344559111
chr1-34800000	chr1	34800000	34900000	+	1.28224443823399
chr1-34900000	chr1	34900000	35000000	+	0.0200073607629696
chr1-35000000	chr1	35000000	35100000	+	-0.29449608528201
chr1-35100000	chr1	35100000	35200000	+	-0.295392749030606
chr1-35200000	chr1	35200000	35300000	+	0.0221780464235515
chr1-35300000	chr1	35300000	35400000	+	-0.0413332224896424
chr1-35400000	chr1	35400000	35500000	+	0.146280787536096
chr1-35500000	chr1	35500000	35600000	+	-0.0621277827830315
chr1-35600000	chr1	35600000	35700000	+	0.335664008609845
chr1-35700000	chr1	35700000	35800000	+	0.935185928820575
chr1-35800000	chr1	35800000	35900000	+	1.32632185859527
chr1-35900000	chr1	35900000	36000000	+	1.37767114053052
chr1-36000000	chr1	36000000	36100000	+	1.47413977865641
chr1-36100000	chr1	36100000	36200000	+	1.54451809848426
chr1-36200000	chr1	36200000	36300000	+	1.61545387148955
chr1-36300000	chr1	36300000	36400000	+	1.62214678347313
chr1-36400000	chr1	36400000	36500000	+	1.58862820313826
chr1-36500000	chr1	36500000	36600000	+	1.57452108115827
chr1-36600000	chr1	36600000	36700000	+	1.58320326080238
chr1-36700000	chr1	36700000	36800000	+	1.57567413249766
chr1-36800000	chr1	36800000	36900000	+	1.53700005029149
chr1-36900000	chr1	36900000	37000000	+	1.51970891797328
chr1-37000000	chr1	37000000	37100000	+	1.5087277549402
chr1-37100000	chr1	37100000	37200000	+	1.45325360461737
chr1-37200000	chr1	37200000	37300000	+	1.4193698624051
chr1-37300000	chr1	37300000	37400000	+	1.37803104799932
chr1-37400000	chr1	37400000	37500000	+	1.47127973338114
chr1-37500000	chr1	37500000	37600000	+	1.40023055395619
chr1-37600000	chr1	37600000	37700000	+	1.42673190205214
chr1-37700000	chr1	37700000	37800000	+	1.14743943663941
chr1-37800000	chr1	37800000	37900000	+	1.37381863694543
chr1-37900000	chr1	37900000	38000000	+	1.55578085219281
chr1-38000000	chr1	38000000	38100000	+	1.54674158499658
chr1-38100000	chr1	38100000	38200000	+	1.39592986522508
chr1-38200000	chr1	38200000	38300000	+	0.836732396494959
chr1-38300000	chr1	38300000	38400000	+	0.68976966647332
chr1-38400000	chr1	38400000	38500000	+	0.675055609371378
chr1-38500000	chr1	38500000	38600000	+	0.890546820132313
chr1-38600000	chr1	38600000	38700000	+	1.06682117194195
chr1-38700000	chr1	38700000	38800000	+	0.954479313938854
chr1-38800000	chr1	38800000	38900000	+	1.36918238227593
chr1-38900000	chr1	38900000	39000000	+	1.30462264764128
chr1-39000000	chr1	39000000	39100000	+	0.99691891440852
chr1-39100000	chr1	39100000	39200000	+	1.0708817711729
chr1-39200000	chr1	39200000	39300000	+	1.22618155473005
chr1-39300000	chr1	39300000	39400000	+	1.45231414608272
chr1-39400000	chr1	39400000	39500000	+	1.55999272948832
chr1-39500000	chr1	39500000	39600000	+	1.57907739351374
chr1-39600000	chr1	39600000	39700000	+	1.44898667100185
chr1-39700000	chr1	39700000	39800000	+	1.25342004957649
chr1-39800000	chr1	39800000	39900000	+	1.40181642625462
chr1-39900000	chr1	39900000	40000000	+	1.40010919441729
chr1-40000000	chr1	40000000	40100000	+	1.06790381127279
chr1-40100000	chr1	40100000	40200000	+	0.246602407064025
chr1-40200000	chr1	40200000	40300000	+	0.473649264911962
chr1-40300000	chr1	40300000	40400000	+	0.718841085723078
chr1-40400000	chr1	40400000	40500000	+	-0.104488791089065
chr1-40500000	chr1	40500000	40600000	+	-0.206365175014125
chr1-40600000	chr1	40600000	40700000	+	0.0886021397714048
chr1-40700000	chr1	40700000	40800000	+	0.0431204295272769
chr1-40800000	chr1	40800000	40900000	+	-0.131150219818329
chr1-40900000	chr1	40900000	41000000	+	-0.418131572364477
chr1-41000000	chr1	41000000	41100000	+	-0.712865738416633
chr1-41100000	chr1	41100000	41200000	+	-0.536717891657065
chr1-41200000	chr1	41200000	41300000	+	-0.860208006886157
chr1-41300000	chr1	41300000	41400000	+	-0.95101310998234
chr1-41400000	chr1	41400000	41500000	+	-0.973043664461059
chr1-41500000	chr1	41500000	41600000	+	-1.12088235211083
chr1-41600000	chr1	41600000	41700000	+	-1.15736738560015
chr1-41700000	chr1	41700000	41800000	+	-1.02182304935504
chr1-41800000	chr1	41800000	41900000	+	-0.796081660664681
chr1-41900000	chr1	41900000	42000000	+	-0.809593690865847
chr1-42000000	chr1	42000000	42100000	+	-0.416311404294713
chr1-42100000	chr1	42100000	42200000	+	-0.443736824911392
chr1-42200000	chr1	42200000	42300000	+	-0.44907808694508
chr1-42300000	chr1	42300000	42400000	+	-0.569639008047775
chr1-42400000	chr1	42400000	42500000	+	-0.323806487878588
chr1-42500000	chr1	42500000	42600000	+	-0.349483194518271
chr1-42600000	chr1	42600000	42700000	+	0.151800936878365
chr1-42700000	chr1	42700000	42800000	+	0.301062234531043
chr1-42800000	chr1	42800000	42900000	+	0.721768535757506
chr1-42900000	chr1	42900000	43000000	+	0.57621885000422
chr1-43000000	chr1	43000000	43100000	+	0.686278364884108
chr1-43100000	chr1	43100000	43200000	+	0.973983879453088
chr1-43200000	chr1	43200000	43300000	+	0.698542180101677
chr1-43300000	chr1	43300000	43400000	+	0.100275233582358
chr1-43400000	chr1	43400000	43500000	+	0.657149618583425
chr1-43500000	chr1	43500000	43600000	+	0.423808949549474
chr1-43600000	chr1	43600000	43700000	+	0.0089268574580641
chr1-43700000	chr1	43700000	43800000	+	0.895475643329498
chr1-43800000	chr1	43800000	43900000	+	1.26276015614288
chr1-43900000	chr1	43900000	44000000	+	1.44413049206019
chr1-44000000	chr1	44000000	44100000	+	1.37757667597602
chr1-44100000	chr1	44100000	44200000	+	1.12294710056681
chr1-44200000	chr1	44200000	44300000	+	-0.269954804772807
chr1-44300000	chr1	44300000	44400000	+	-0.596867103664189
chr1-44400000	chr1	44400000	44500000	+	-0.591136976445825
chr1-44500000	chr1	44500000	44600000	+	-0.332199375560926
chr1-44600000	chr1	44600000	44700000	+	-0.464359135499339
chr1-44700000	chr1	44700000	44800000	+	-0.706112676259824
chr1-44800000	chr1	44800000	44900000	+	-1.05719480992837
chr1-44900000	chr1	44900000	45000000	+	-0.897032338636851
chr1-45000000	chr1	45000000	45100000	+	-1.13300125779777
chr1-45100000	chr1	45100000	45200000	+	-0.98076527858199
chr1-45200000	chr1	45200000	45300000	+	-0.640604989689054
chr1-45300000	chr1	45300000	45400000	+	-0.448444892701332
chr1-45400000	chr1	45400000	45500000	+	-0.581248165344588
chr1-45500000	chr1	45500000	45600000	+	-0.38511704087058
chr1-45600000	chr1	45600000	45700000	+	-0.70182104893646
chr1-45700000	chr1	45700000	45800000	+	-0.300291417811779
chr1-45800000	chr1	45800000	45900000	+	0.40098380957263
chr1-45900000	chr1	45900000	46000000	+	-0.284686546540041
chr1-46000000	chr1	46000000	46100000	+	-0.668652633798771
chr1-46100000	chr1	46100000	46200000	+	-0.589789644150442
chr1-46200000	chr1	46200000	46300000	+	-0.577238941458443
chr1-46300000	chr1	46300000	46400000	+	-0.665079509143791
chr1-46400000	chr1	46400000	46500000	+	-0.520622351030222
chr1-46500000	chr1	46500000	46600000	+	-0.284023224915108
chr1-46600000	chr1	46600000	46700000	+	0.0149997449297277
chr1-46700000	chr1	46700000	46800000	+	-0.0562725688509866
chr1-46800000	chr1	46800000	46900000	+	0.473945848324212
chr1-46900000	chr1	46900000	47000000	+	0.0399431711627715
chr1-47000000	chr1	47000000	47100000	+	-0.5695272195752
chr1-47100000	chr1	47100000	47200000	+	-0.707450422396376
chr1-47200000	chr1	47200000	47300000	+	-0.804176146905681
chr1-47300000	chr1	47300000	47400000	+	-0.965041850074337
chr1-47400000	chr1	47400000	47500000	+	-1.10385317451506
chr1-47500000	chr1	47500000	47600000	+	-1.16743644464592
chr1-47600000	chr1	47600000	47700000	+	-1.16056471131178
chr1-47700000	chr1	47700000	47800000	+	-0.963144306322794
chr1-47800000	chr1	47800000	47900000	+	-0.704693567273507
chr1-47900000	chr1	47900000	48000000	+	-0.949258252548427
chr1-48000000	chr1	48000000	48100000	+	-1.14359929419464
chr1-48100000	chr1	48100000	48200000	+	-1.15073207797128
chr1-48200000	chr1	48200000	48300000	+	-1.12156469588568
chr1-48300000	chr1	48300000	48400000	+	-1.0367343926086
