#peakID	chr	start	end	strand	PC1
chr10-7200000	chr10	7200000	7300000	+	0.28899484711774
chr10-7300000	chr10	7300000	7400000	+	0.182471037675712
chr10-7400000	chr10	7400000	7500000	+	0.31869540875134
chr10-7500000	chr10	7500000	7600000	+	1.09861863846291
chr10-7600000	chr10	7600000	7700000	+	1.47489278314882
chr10-7700000	chr10	7700000	7800000	+	1.46291317287456
chr10-7800000	chr10	7800000	7900000	+	1.23674032414669
chr10-7900000	chr10	7900000	8000000	+	1.00118232357362
chr10-8000000	chr10	8000000	8100000	+	0.493905612610614
chr10-8100000	chr10	8100000	8200000	+	0.756943889478339
chr10-8200000	chr10	8200000	8300000	+	0.91363070012465
chr10-8300000	chr10	8300000	8400000	+	0.860478140544769
chr10-8400000	chr10	8400000	8500000	+	0.392850321810088
chr10-8500000	chr10	8500000	8600000	+	0.642589120351692
chr10-8600000	chr10	8600000	8700000	+	0.0919096879216269
chr10-8700000	chr10	8700000	8800000	+	1.01919553203229
chr10-8800000	chr10	8800000	8900000	+	1.28678390919991
chr10-8900000	chr10	8900000	9000000	+	0.590015896733435
chr10-9000000	chr10	9000000	9100000	+	-0.0513326858952939
chr10-9100000	chr10	9100000	9200000	+	-0.495915882709142
chr10-9200000	chr10	9200000	9300000	+	-0.649683789542176
chr10-9300000	chr10	9300000	9400000	+	-0.583620255941345
chr10-9400000	chr10	9400000	9500000	+	-0.65608197137371
chr10-9500000	chr10	9500000	9600000	+	-0.596417163957535
chr10-9600000	chr10	9600000	9700000	+	-0.204114307947038
chr10-9700000	chr10	9700000	9800000	+	-0.275271468877431
chr10-9800000	chr10	9800000	9900000	+	-0.393187172449886
chr10-9900000	chr10	9900000	10000000	+	-0.945975696908129
chr10-10000000	chr10	10000000	10100000	+	-1.15351471547925
chr10-10100000	chr10	10100000	10200000	+	-1.13551553793079
chr10-10200000	chr10	10200000	10300000	+	-1.09323662280639
chr10-10300000	chr10	10300000	10400000	+	-0.756558817902361
chr10-10400000	chr10	10400000	10500000	+	-0.811429763941987
chr10-10500000	chr10	10500000	10600000	+	-0.72810960459534
chr10-10600000	chr10	10600000	10700000	+	-0.814612681520276
chr10-10700000	chr10	10700000	10800000	+	-1.02858675422431
chr10-10800000	chr10	10800000	10900000	+	-0.962146007141153
chr10-10900000	chr10	10900000	11000000	+	-0.802796193613347
chr10-11000000	chr10	11000000	11100000	+	-0.471908556277018
chr10-11100000	chr10	11100000	11200000	+	0.699288731068563
chr10-11200000	chr10	11200000	11300000	+	1.09372120405542
chr10-11300000	chr10	11300000	11400000	+	0.409053728479244
chr10-11400000	chr10	11400000	11500000	+	-0.404017720558103
chr10-11500000	chr10	11500000	11600000	+	-0.568247895658917
chr10-11600000	chr10	11600000	11700000	+	-0.630378430144938
chr10-11700000	chr10	11700000	11800000	+	-0.389366446007689
chr10-11800000	chr10	11800000	11900000	+	-0.468461750046422
chr10-11900000	chr10	11900000	12000000	+	-0.812147275896893
chr10-12000000	chr10	12000000	12100000	+	-0.546247805191404
chr10-12100000	chr10	12100000	12200000	+	-0.602525867927751
chr10-12200000	chr10	12200000	12300000	+	-0.702764286243603
chr10-12300000	chr10	12300000	12400000	+	-0.159770679054773
chr10-12400000	chr10	12400000	12500000	+	1.04380230565833
chr10-12500000	chr10	12500000	12600000	+	1.28831832143281
chr10-12600000	chr10	12600000	12700000	+	0.972855905741599
chr10-12700000	chr10	12700000	12800000	+	1.20878848903264
chr10-12800000	chr10	12800000	12900000	+	1.33504382428578
chr10-12900000	chr10	12900000	13000000	+	1.21624368860746
chr10-13000000	chr10	13000000	13100000	+	0.586757628070393
chr10-13100000	chr10	13100000	13200000	+	0.627882685898442
chr10-13200000	chr10	13200000	13300000	+	-0.168306705314754
chr10-13300000	chr10	13300000	13400000	+	-0.191471138987815
chr10-13400000	chr10	13400000	13500000	+	0.190147236022176
chr10-13500000	chr10	13500000	13600000	+	0.336151922006633
chr10-13600000	chr10	13600000	13700000	+	-0.242958350710799
chr10-13700000	chr10	13700000	13800000	+	-0.437749682022173
chr10-13800000	chr10	13800000	13900000	+	-0.0397616007343033
chr10-13900000	chr10	13900000	14000000	+	0.427893961834954
chr10-14000000	chr10	14000000	14100000	+	0.436110672425537
chr10-14100000	chr10	14100000	14200000	+	-0.288161258273564
chr10-14200000	chr10	14200000	14300000	+	-0.512314517572205
chr10-14300000	chr10	14300000	14400000	+	-0.497849001181885
chr10-14400000	chr10	14400000	14500000	+	-0.656946469180182
chr10-14500000	chr10	14500000	14600000	+	-0.614099476588827
chr10-14600000	chr10	14600000	14700000	+	-0.535506349297507
chr10-14700000	chr10	14700000	14800000	+	-0.623286907320615
chr10-14800000	chr10	14800000	14900000	+	-0.920833586326991
chr10-14900000	chr10	14900000	15000000	+	-0.584376347728163
chr10-15000000	chr10	15000000	15100000	+	-0.795125693606334
chr10-15100000	chr10	15100000	15200000	+	-0.802714917305542
chr10-15200000	chr10	15200000	15300000	+	-0.410487415109258
chr10-15300000	chr10	15300000	15400000	+	-0.540843114607344
chr10-15400000	chr10	15400000	15500000	+	-0.931787985637803
chr10-15500000	chr10	15500000	15600000	+	-0.616336755563586
chr10-15600000	chr10	15600000	15700000	+	-0.533809214780454
chr10-15700000	chr10	15700000	15800000	+	-0.481748365373334
chr10-15800000	chr10	15800000	15900000	+	-0.810732038798011
chr10-15900000	chr10	15900000	16000000	+	-0.985306313177484
chr10-16000000	chr10	16000000	16100000	+	-1.10755500237796
chr10-16100000	chr10	16100000	16200000	+	-1.12319600785268
chr10-16200000	chr10	16200000	16300000	+	-1.08866209933722
chr10-16300000	chr10	16300000	16400000	+	-1.11213157967443
chr10-16400000	chr10	16400000	16500000	+	-1.08277283125455
chr10-16500000	chr10	16500000	16600000	+	-1.05260935376191
chr10-16600000	chr10	16600000	16700000	+	-1.03200283794326
chr10-16700000	chr10	16700000	16800000	+	-0.983293536131265
chr10-16800000	chr10	16800000	16900000	+	-0.870630961503628
chr10-16900000	chr10	16900000	17000000	+	-0.915338979970663
chr10-17000000	chr10	17000000	17100000	+	-0.742096767685444
chr10-17100000	chr10	17100000	17200000	+	-0.116337887101447
chr10-17200000	chr10	17200000	17300000	+	0.079442404541476
chr10-17300000	chr10	17300000	17400000	+	-0.215495100148505
chr10-17400000	chr10	17400000	17500000	+	-0.170489258405053
chr10-17500000	chr10	17500000	17600000	+	0.383492338504974
chr10-17600000	chr10	17600000	17700000	+	0.328773253385658
chr10-17700000	chr10	17700000	17800000	+	0.344439670441914
chr10-17800000	chr10	17800000	17900000	+	0.497987765494739
chr10-17900000	chr10	17900000	18000000	+	0.416833677664964
chr10-18000000	chr10	18000000	18100000	+	0.85318569033127
chr10-18100000	chr10	18100000	18200000	+	0.785302655750124
chr10-18200000	chr10	18200000	18300000	+	0.839809823750556
chr10-18300000	chr10	18300000	18400000	+	1.22049068464447
chr10-18400000	chr10	18400000	18500000	+	1.37251114726878
chr10-18500000	chr10	18500000	18600000	+	1.25691174252372
chr10-18600000	chr10	18600000	18700000	+	0.839423707586323
chr10-18700000	chr10	18700000	18800000	+	0.637417229062695
chr10-18800000	chr10	18800000	18900000	+	0.9510938367207
chr10-18900000	chr10	18900000	19000000	+	0.562233664554574
chr10-19000000	chr10	19000000	19100000	+	0.503331535679498
chr10-19100000	chr10	19100000	19200000	+	0.879854593346209
chr10-19200000	chr10	19200000	19300000	+	0.948111428384261
chr10-19300000	chr10	19300000	19400000	+	1.04418535603289
chr10-19400000	chr10	19400000	19500000	+	0.833048989307406
chr10-19500000	chr10	19500000	19600000	+	0.631867893781995
chr10-19600000	chr10	19600000	19700000	+	0.486190133225183
chr10-19700000	chr10	19700000	19800000	+	0.530882957445589
chr10-19800000	chr10	19800000	19900000	+	1.13395677537458
chr10-19900000	chr10	19900000	20000000	+	1.15935938476139
chr10-20000000	chr10	20000000	20100000	+	1.03276055901371
chr10-20100000	chr10	20100000	20200000	+	1.4072765016359
chr10-20200000	chr10	20200000	20300000	+	1.43439937709039
chr10-20300000	chr10	20300000	20400000	+	1.43475522082542
chr10-20400000	chr10	20400000	20500000	+	0.621731339239794
chr10-20500000	chr10	20500000	20600000	+	0.379110566513168
chr10-20600000	chr10	20600000	20700000	+	0.255924325007981
chr10-20700000	chr10	20700000	20800000	+	-0.0540710881608317
chr10-20800000	chr10	20800000	20900000	+	0.148769882685164
chr10-20900000	chr10	20900000	21000000	+	1.15305946745166
chr10-21000000	chr10	21000000	21100000	+	1.49999610040773
chr10-21100000	chr10	21100000	21200000	+	1.51715619758696
chr10-21200000	chr10	21200000	21300000	+	1.26571756116302
chr10-21300000	chr10	21300000	21400000	+	1.44563127406528
chr10-21400000	chr10	21400000	21500000	+	1.28914727247845
chr10-21500000	chr10	21500000	21600000	+	1.18625533861972
chr10-21600000	chr10	21600000	21700000	+	1.32845848565467
chr10-21700000	chr10	21700000	21800000	+	1.49687406204444
chr10-21800000	chr10	21800000	21900000	+	1.53768924984704
chr10-21900000	chr10	21900000	22000000	+	1.53556618016102
chr10-22000000	chr10	22000000	22100000	+	0.964172794718642
chr10-22100000	chr10	22100000	22200000	+	0.66965796971159
chr10-22200000	chr10	22200000	22300000	+	0.587653156628711
chr10-22300000	chr10	22300000	22400000	+	0.451580986109015
chr10-22500000	chr10	22500000	22600000	+	0.227594306962021
chr10-22600000	chr10	22600000	22700000	+	0.897098399723704
chr10-22700000	chr10	22700000	22800000	+	0.878400016966769
chr10-22800000	chr10	22800000	22900000	+	0.326668906727617
chr10-22900000	chr10	22900000	23000000	+	-0.473493905011089
chr10-23000000	chr10	23000000	23100000	+	-0.331557433540567
chr10-23100000	chr10	23100000	23200000	+	-0.111695468902745
chr10-23200000	chr10	23200000	23300000	+	-0.287380313045771
chr10-23300000	chr10	23300000	23400000	+	-0.107195839286503
chr10-23400000	chr10	23400000	23500000	+	-0.201675740699395
chr10-23500000	chr10	23500000	23600000	+	-0.239018853365337
chr10-23600000	chr10	23600000	23700000	+	-0.0787269604912237
chr10-23700000	chr10	23700000	23800000	+	0.825054029294358
chr10-23800000	chr10	23800000	23900000	+	0.869740311245
chr10-23900000	chr10	23900000	24000000	+	0.538056518775523
chr10-24000000	chr10	24000000	24100000	+	0.418900916792071
chr10-24100000	chr10	24100000	24200000	+	0.960677066129264
chr10-24200000	chr10	24200000	24300000	+	0.768984977207738
chr10-24300000	chr10	24300000	24400000	+	1.13783854900334
chr10-24400000	chr10	24400000	24500000	+	0.694783074354453
chr10-24500000	chr10	24500000	24600000	+	1.17972147850639
chr10-24600000	chr10	24600000	24700000	+	1.27761987146055
chr10-24700000	chr10	24700000	24800000	+	1.3914183563628
chr10-24800000	chr10	24800000	24900000	+	1.50397136170638
chr10-24900000	chr10	24900000	25000000	+	1.31454869891186
chr10-25000000	chr10	25000000	25100000	+	1.16740664313308
chr10-25100000	chr10	25100000	25200000	+	1.32174340451936
chr10-25200000	chr10	25200000	25300000	+	1.38331902349411
chr10-25300000	chr10	25300000	25400000	+	1.45685121077253
chr10-25400000	chr10	25400000	25500000	+	1.3126216002231
chr10-25500000	chr10	25500000	25600000	+	0.742683877303484
chr10-25600000	chr10	25600000	25700000	+	0.318468042609277
chr10-25700000	chr10	25700000	25800000	+	-0.160852340436131
chr10-25800000	chr10	25800000	25900000	+	-0.291670513139764
chr10-25900000	chr10	25900000	26000000	+	-0.243398234548624
chr10-26000000	chr10	26000000	26100000	+	-0.30333551587253
chr10-26100000	chr10	26100000	26200000	+	-0.324956024345357
chr10-26200000	chr10	26200000	26300000	+	-0.309833741475967
chr10-26300000	chr10	26300000	26400000	+	0.255216786846121
chr10-26400000	chr10	26400000	26500000	+	-0.550656709197243
chr10-26500000	chr10	26500000	26600000	+	-0.392833188623362
chr10-26600000	chr10	26600000	26700000	+	-0.0309596831721685
chr10-26700000	chr10	26700000	26800000	+	-0.153846651749262
chr10-26800000	chr10	26800000	26900000	+	-0.447381181266518
chr10-26900000	chr10	26900000	27000000	+	-0.470145237808978
chr10-27000000	chr10	27000000	27100000	+	-1.03461762826647
chr10-27100000	chr10	27100000	27200000	+	-0.739370403844386
chr10-27200000	chr10	27200000	27300000	+	-0.996437774130204
chr10-27300000	chr10	27300000	27400000	+	-1.2096989211278
chr10-27400000	chr10	27400000	27500000	+	-1.24878276259514
chr10-27500000	chr10	27500000	27600000	+	-1.24052367024091
chr10-27600000	chr10	27600000	27700000	+	-1.13807577762391
chr10-27700000	chr10	27700000	27800000	+	-0.940146304529559
chr10-27800000	chr10	27800000	27900000	+	-0.382460330649686
chr10-27900000	chr10	27900000	28000000	+	0.221948585543776
chr10-28000000	chr10	28000000	28100000	+	0.9058135720754
chr10-28100000	chr10	28100000	28200000	+	0.543566147507947
chr10-28200000	chr10	28200000	28300000	+	0.183200754048738
chr10-28300000	chr10	28300000	28400000	+	-0.238440060371922
chr10-28400000	chr10	28400000	28500000	+	-0.40088542500954
chr10-28500000	chr10	28500000	28600000	+	-0.381141400008291
chr10-28600000	chr10	28600000	28700000	+	-0.646281333339299
chr10-28700000	chr10	28700000	28800000	+	-0.853004304594398
chr10-28800000	chr10	28800000	28900000	+	-0.91050631685131
chr10-28900000	chr10	28900000	29000000	+	-0.710639180185993
chr10-29000000	chr10	29000000	29100000	+	-0.466377030532424
chr10-29100000	chr10	29100000	29200000	+	0.0618965622027712
chr10-29200000	chr10	29200000	29300000	+	-0.495254573326012
chr10-29300000	chr10	29300000	29400000	+	-0.0814035257596374
chr10-29400000	chr10	29400000	29500000	+	-0.886653886279823
chr10-29500000	chr10	29500000	29600000	+	-0.866505678902484
chr10-29600000	chr10	29600000	29700000	+	-1.13901961507797
chr10-29700000	chr10	29700000	29800000	+	-1.03631859369364
chr10-29800000	chr10	29800000	29900000	+	-0.604796551470062
chr10-29900000	chr10	29900000	30000000	+	-0.60816432811868
chr10-30000000	chr10	30000000	30100000	+	-1.08467546497535
chr10-30100000	chr10	30100000	30200000	+	-0.845604191072264
chr10-30200000	chr10	30200000	30300000	+	-0.859105386468669
chr10-30300000	chr10	30300000	30400000	+	-0.820501180577313
chr10-30400000	chr10	30400000	30500000	+	-0.686323733396141
chr10-30500000	chr10	30500000	30600000	+	0.393789676699533
chr10-30600000	chr10	30600000	30700000	+	0.859143075093789
chr10-30700000	chr10	30700000	30800000	+	1.01896378606559
chr10-30800000	chr10	30800000	30900000	+	-0.00404237572561026
chr10-30900000	chr10	30900000	31000000	+	-0.963252609480861
chr10-31000000	chr10	31000000	31100000	+	-0.894497434674061
chr10-31100000	chr10	31100000	31200000	+	-1.04665094475569
chr10-31200000	chr10	31200000	31300000	+	-0.795874278368773
chr10-31300000	chr10	31300000	31400000	+	-0.20956679456876
chr10-31400000	chr10	31400000	31500000	+	-0.255092260953843
chr10-31500000	chr10	31500000	31600000	+	-0.831924593862884
chr10-31600000	chr10	31600000	31700000	+	-0.827835163584208
chr10-31700000	chr10	31700000	31800000	+	-1.02193155601014
chr10-31800000	chr10	31800000	31900000	+	-1.11349430207983
chr10-31900000	chr10	31900000	32000000	+	-1.19746633145046
chr10-32000000	chr10	32000000	32100000	+	-1.13768495247391
chr10-32100000	chr10	32100000	32200000	+	-1.22884663889211
chr10-32200000	chr10	32200000	32300000	+	-1.24760439241488
chr10-32300000	chr10	32300000	32400000	+	-1.17338504897511
chr10-32400000	chr10	32400000	32500000	+	-1.11926661931374
chr10-32500000	chr10	32500000	32600000	+	-0.927096094182976
chr10-32600000	chr10	32600000	32700000	+	-0.914359592747165
chr10-32700000	chr10	32700000	32800000	+	-1.17099658529849
chr10-32800000	chr10	32800000	32900000	+	-0.979703253280078
chr10-32900000	chr10	32900000	33000000	+	-0.58875466412562
chr10-33000000	chr10	33000000	33100000	+	-0.988394764623697
chr10-33100000	chr10	33100000	33200000	+	-0.987631697361276
chr10-33200000	chr10	33200000	33300000	+	-0.974823209624269
chr10-33300000	chr10	33300000	33400000	+	-0.558050306143988
chr10-33400000	chr10	33400000	33500000	+	-0.648263032158908
chr10-33500000	chr10	33500000	33600000	+	-0.675177034463628
chr10-33600000	chr10	33600000	33700000	+	-0.424635208392131
chr10-33700000	chr10	33700000	33800000	+	-0.215574976292048
chr10-33800000	chr10	33800000	33900000	+	0.0217336637583777
chr10-33900000	chr10	33900000	34000000	+	0.658767257177281
chr10-34000000	chr10	34000000	34100000	+	0.800486797439821
chr10-34100000	chr10	34100000	34200000	+	1.12321420529041
chr10-34200000	chr10	34200000	34300000	+	1.26426452817638
chr10-34300000	chr10	34300000	34400000	+	0.489467290609131
chr10-34400000	chr10	34400000	34500000	+	-0.420424415825472
chr10-34500000	chr10	34500000	34600000	+	-1.00358736784074
chr10-34600000	chr10	34600000	34700000	+	-0.917156252227145
chr10-34700000	chr10	34700000	34800000	+	-1.0803056264637
chr10-34800000	chr10	34800000	34900000	+	-1.09568309366459
chr10-34900000	chr10	34900000	35000000	+	-0.969471594630332
chr10-35000000	chr10	35000000	35100000	+	-0.894058768137121
chr10-35100000	chr10	35100000	35200000	+	-0.756703278099719
chr10-35200000	chr10	35200000	35300000	+	-0.84204733687742
chr10-35300000	chr10	35300000	35400000	+	-0.823732217713738
chr10-35400000	chr10	35400000	35500000	+	-0.80687362761704
chr10-35500000	chr10	35500000	35600000	+	-0.96276125383239
chr10-35600000	chr10	35600000	35700000	+	-0.7335819716859
chr10-35700000	chr10	35700000	35800000	+	-0.718120559244396
chr10-35800000	chr10	35800000	35900000	+	-0.611567547941707
chr10-35900000	chr10	35900000	36000000	+	-0.8117703156779
chr10-36000000	chr10	36000000	36100000	+	-1.00117865129309
chr10-36100000	chr10	36100000	36200000	+	-0.947056864070664
chr10-36200000	chr10	36200000	36300000	+	-1.00007487933939
chr10-36300000	chr10	36300000	36400000	+	-1.09361952144189
chr10-36400000	chr10	36400000	36500000	+	-0.948158935993151
chr10-36500000	chr10	36500000	36600000	+	-0.298127636801442
chr10-36600000	chr10	36600000	36700000	+	-0.442730137273271
chr10-36700000	chr10	36700000	36800000	+	-0.74696592167543
chr10-36800000	chr10	36800000	36900000	+	-0.542135787896494
chr10-36900000	chr10	36900000	37000000	+	0.0211446465052019
chr10-37000000	chr10	37000000	37100000	+	-0.135506289072243
chr10-37100000	chr10	37100000	37200000	+	-0.0523971592918103
chr10-37200000	chr10	37200000	37300000	+	-0.0585245659512915
chr10-37300000	chr10	37300000	37400000	+	-0.377122760224379
chr10-37400000	chr10	37400000	37500000	+	-0.680550369901615
chr10-37500000	chr10	37500000	37600000	+	-0.786101840713302
chr10-37600000	chr10	37600000	37700000	+	-0.791360302264965
chr10-37700000	chr10	37700000	37800000	+	-0.695688497205546
chr10-37800000	chr10	37800000	37900000	+	-0.911300452187874
chr10-37900000	chr10	37900000	38000000	+	-0.984891478220002
chr10-38000000	chr10	38000000	38100000	+	-1.07480688545786
chr10-38100000	chr10	38100000	38200000	+	-0.996970113860134
chr10-38200000	chr10	38200000	38300000	+	-0.832869804199589
chr10-38300000	chr10	38300000	38400000	+	-1.0185639522974
chr10-38400000	chr10	38400000	38500000	+	-1.11437830607983
chr10-38500000	chr10	38500000	38600000	+	-0.970066523598093
chr10-38600000	chr10	38600000	38700000	+	-0.903517995963639
chr10-38700000	chr10	38700000	38800000	+	-0.739646940034928
chr10-38800000	chr10	38800000	38900000	+	-0.515480899089117
chr10-38900000	chr10	38900000	39000000	+	-0.292880678562521
chr10-39000000	chr10	39000000	39100000	+	-0.112731517661052
chr10-39100000	chr10	39100000	39200000	+	0.936392967199605
chr10-39200000	chr10	39200000	39300000	+	0.746840726482208
chr10-39300000	chr10	39300000	39400000	+	0.59861912130186
chr10-39400000	chr10	39400000	39500000	+	0.829981640661026
chr10-39500000	chr10	39500000	39600000	+	1.19657168716307
chr10-39600000	chr10	39600000	39700000	+	1.25718430498043
chr10-39700000	chr10	39700000	39800000	+	1.31316782151787
chr10-39800000	chr10	39800000	39900000	+	1.226211123311
chr10-39900000	chr10	39900000	40000000	+	1.05459500976438
chr10-40000000	chr10	40000000	40100000	+	0.891937778940554
chr10-40100000	chr10	40100000	40200000	+	1.03249500244996
chr10-40200000	chr10	40200000	40300000	+	1.47303419856377
chr10-40300000	chr10	40300000	40400000	+	1.48410913358648
chr10-40400000	chr10	40400000	40500000	+	1.39131485274177
chr10-40500000	chr10	40500000	40600000	+	0.992512911157637
chr10-40600000	chr10	40600000	40700000	+	0.718091660631924
chr10-40700000	chr10	40700000	40800000	+	0.964448961942902
chr10-40800000	chr10	40800000	40900000	+	1.27269934286186
chr10-40900000	chr10	40900000	41000000	+	1.19287580927141
chr10-41000000	chr10	41000000	41100000	+	0.861626787639508
chr10-41100000	chr10	41100000	41200000	+	0.704049090090627
chr10-41200000	chr10	41200000	41300000	+	1.13984311459191
chr10-41300000	chr10	41300000	41400000	+	1.4063060848791
chr10-41400000	chr10	41400000	41500000	+	1.53266294021737
chr10-41500000	chr10	41500000	41600000	+	1.53509695585145
chr10-41600000	chr10	41600000	41700000	+	1.48924307660099
chr10-41700000	chr10	41700000	41800000	+	1.35209808651426
chr10-41800000	chr10	41800000	41900000	+	1.33827522307278
chr10-41900000	chr10	41900000	42000000	+	1.31871754002109
chr10-42000000	chr10	42000000	42100000	+	1.35723250333591
chr10-42100000	chr10	42100000	42200000	+	1.31013507949204
chr10-42200000	chr10	42200000	42300000	+	1.4140753338322
chr10-42300000	chr10	42300000	42400000	+	1.31301742824017
chr10-42400000	chr10	42400000	42500000	+	1.44768760758464
chr10-42500000	chr10	42500000	42600000	+	1.42536233974519
chr10-42600000	chr10	42600000	42700000	+	1.41009629894266
chr10-42700000	chr10	42700000	42800000	+	1.42113717814837
chr10-42800000	chr10	42800000	42900000	+	1.40430944121063
chr10-42900000	chr10	42900000	43000000	+	1.42703564067607
chr10-43000000	chr10	43000000	43100000	+	1.16892706572165
chr10-43100000	chr10	43100000	43200000	+	1.13963833481996
chr10-43200000	chr10	43200000	43300000	+	1.30108901649884
chr10-43300000	chr10	43300000	43400000	+	1.15433375820641
chr10-43400000	chr10	43400000	43500000	+	1.47616668064819
chr10-43500000	chr10	43500000	43600000	+	1.46576895641957
chr10-43600000	chr10	43600000	43700000	+	1.12103241438266
chr10-43700000	chr10	43700000	43800000	+	0.948792380663028
chr10-43800000	chr10	43800000	43900000	+	0.757283586828947
chr10-43900000	chr10	43900000	44000000	+	1.27816726389404
chr10-44000000	chr10	44000000	44100000	+	1.26200350395575
chr10-44100000	chr10	44100000	44200000	+	0.910807371711867
chr10-44200000	chr10	44200000	44300000	+	1.15078695417722
chr10-44300000	chr10	44300000	44400000	+	1.29894322092924
chr10-44400000	chr10	44400000	44500000	+	1.36304329275225
chr10-44500000	chr10	44500000	44600000	+	0.993629843436001
chr10-44600000	chr10	44600000	44700000	+	0.490050302101782
chr10-44700000	chr10	44700000	44800000	+	0.521751249227974
chr10-44800000	chr10	44800000	44900000	+	0.159464170323149
chr10-44900000	chr10	44900000	45000000	+	0.244584770413634
chr10-45000000	chr10	45000000	45100000	+	0.974826282526149
chr10-45100000	chr10	45100000	45200000	+	0.599343491738531
chr10-45200000	chr10	45200000	45300000	+	0.098982820172798
chr10-45300000	chr10	45300000	45400000	+	0.671662202499445
chr10-45400000	chr10	45400000	45500000	+	1.01293745166464
chr10-45500000	chr10	45500000	45600000	+	0.156817064445343
chr10-45600000	chr10	45600000	45700000	+	-0.135854769748333
chr10-45700000	chr10	45700000	45800000	+	-0.754868771482827
chr10-45800000	chr10	45800000	45900000	+	-0.798123195606411
chr10-45900000	chr10	45900000	46000000	+	-1.04809250345635
chr10-46000000	chr10	46000000	46100000	+	-0.994689795652748
chr10-46100000	chr10	46100000	46200000	+	-1.24713994057991
chr10-46200000	chr10	46200000	46300000	+	-1.25979256415346
chr10-46300000	chr10	46300000	46400000	+	-1.25855896141764
chr10-46400000	chr10	46400000	46500000	+	-1.31978333128678
chr10-46500000	chr10	46500000	46600000	+	-1.05770530603001
chr10-46600000	chr10	46600000	46700000	+	-0.921815999003181
chr10-46700000	chr10	46700000	46800000	+	-0.314512982432491
chr10-46800000	chr10	46800000	46900000	+	-0.625214020918301
chr10-46900000	chr10	46900000	47000000	+	-0.784752123828442
chr10-47000000	chr10	47000000	47100000	+	-1.13710767577205
chr10-47100000	chr10	47100000	47200000	+	-1.18776169009074
chr10-47200000	chr10	47200000	47300000	+	-1.1345192284223
chr10-47300000	chr10	47300000	47400000	+	-1.06188124836862
chr10-47400000	chr10	47400000	47500000	+	-0.889625289766679
chr10-47500000	chr10	47500000	47600000	+	-0.94126468382065
chr10-47600000	chr10	47600000	47700000	+	-0.917068261396654
chr10-47700000	chr10	47700000	47800000	+	-1.09415185248346
chr10-47800000	chr10	47800000	47900000	+	-1.16943066331994
chr10-47900000	chr10	47900000	48000000	+	-1.21972750015303
chr10-48000000	chr10	48000000	48100000	+	-1.22721714849967
chr10-48100000	chr10	48100000	48200000	+	-1.23864127308353
chr10-48200000	chr10	48200000	48300000	+	-1.1430482964371
chr10-48300000	chr10	48300000	48400000	+	-1.17872719807525
chr10-48400000	chr10	48400000	48500000	+	-1.14291326584835
chr10-48500000	chr10	48500000	48600000	+	-1.22678596361345
chr10-48600000	chr10	48600000	48700000	+	-1.05823379968571
chr10-48700000	chr10	48700000	48800000	+	-1.0480955619988
