#peakID	chr	start	end	strand	PC1
chr4-17800000	chr4	17800000	17900000	+	-0.67958160686275
chr4-17900000	chr4	17900000	18000000	+	-0.83873027485424
chr4-18000000	chr4	18000000	18100000	+	-0.836981914447052
chr4-18100000	chr4	18100000	18200000	+	-0.779857703105301
chr4-18200000	chr4	18200000	18300000	+	-0.605070591365695
chr4-18300000	chr4	18300000	18400000	+	-0.162325534826894
chr4-18400000	chr4	18400000	18500000	+	0.0181069800355769
chr4-18500000	chr4	18500000	18600000	+	-0.554444397439128
chr4-18600000	chr4	18600000	18700000	+	-0.49430206522496
chr4-18700000	chr4	18700000	18800000	+	-0.694037281773946
chr4-18800000	chr4	18800000	18900000	+	-0.835427159251875
chr4-18900000	chr4	18900000	19000000	+	-0.733255978913419
chr4-19000000	chr4	19000000	19100000	+	-0.719662837623226
chr4-19100000	chr4	19100000	19200000	+	-0.333758506460438
chr4-19200000	chr4	19200000	19300000	+	-0.690262543422837
chr4-19300000	chr4	19300000	19400000	+	-0.413792588805276
chr4-19400000	chr4	19400000	19500000	+	-0.47458125102523
chr4-19500000	chr4	19500000	19600000	+	-0.0508367102588917
chr4-19600000	chr4	19600000	19700000	+	0.474332276125693
chr4-19700000	chr4	19700000	19800000	+	0.130939800056175
chr4-19800000	chr4	19800000	19900000	+	-0.383508263001527
chr4-19900000	chr4	19900000	20000000	+	-0.129000877513838
chr4-20000000	chr4	20000000	20100000	+	0.142770670386103
chr4-20100000	chr4	20100000	20200000	+	-0.74537290632821
chr4-20200000	chr4	20200000	20300000	+	-1.0069308752895
chr4-20300000	chr4	20300000	20400000	+	-0.974969768358251
chr4-20400000	chr4	20400000	20500000	+	-0.939521952506256
chr4-20500000	chr4	20500000	20600000	+	-0.912531634541725
chr4-20600000	chr4	20600000	20700000	+	-1.01103136248959
chr4-20700000	chr4	20700000	20800000	+	-0.958659841454924
chr4-20800000	chr4	20800000	20900000	+	-0.797693135616637
chr4-20900000	chr4	20900000	21000000	+	-0.546729464927839
chr4-21000000	chr4	21000000	21100000	+	-0.790822973487577
chr4-21100000	chr4	21100000	21200000	+	-0.837544017484756
chr4-21200000	chr4	21200000	21300000	+	-0.744684455073453
chr4-21300000	chr4	21300000	21400000	+	-0.759502565667283
chr4-21400000	chr4	21400000	21500000	+	-0.786753464563516
chr4-21500000	chr4	21500000	21600000	+	-0.519305072717944
chr4-21600000	chr4	21600000	21700000	+	0.211771031192401
chr4-21700000	chr4	21700000	21800000	+	1.23575740644185
chr4-21800000	chr4	21800000	21900000	+	1.20841306773154
chr4-21900000	chr4	21900000	22000000	+	0.630692946235455
chr4-22000000	chr4	22000000	22100000	+	-0.0586346446301071
chr4-22100000	chr4	22100000	22200000	+	0.0265193922376957
chr4-22200000	chr4	22200000	22300000	+	-0.134595057621712
chr4-22300000	chr4	22300000	22400000	+	0.0779012530687385
chr4-22400000	chr4	22400000	22500000	+	0.0476480028398652
chr4-22500000	chr4	22500000	22600000	+	-0.650766187062055
chr4-22600000	chr4	22600000	22700000	+	-0.938646859235392
chr4-22700000	chr4	22700000	22800000	+	-0.978885739258513
chr4-22800000	chr4	22800000	22900000	+	-0.951951079496949
chr4-22900000	chr4	22900000	23000000	+	-0.859777342518141
chr4-23000000	chr4	23000000	23100000	+	-0.803123984443062
chr4-23100000	chr4	23100000	23200000	+	-0.822756377751069
chr4-23200000	chr4	23200000	23300000	+	-0.867354802312635
chr4-23300000	chr4	23300000	23400000	+	-1.00454077916703
chr4-23400000	chr4	23400000	23500000	+	-0.934325293902579
chr4-23500000	chr4	23500000	23600000	+	-0.65244015323861
chr4-23600000	chr4	23600000	23700000	+	-0.420590604299996
chr4-23700000	chr4	23700000	23800000	+	-0.837989487963746
chr4-23800000	chr4	23800000	23900000	+	-0.907458139655586
chr4-23900000	chr4	23900000	24000000	+	-0.870204028311698
chr4-24000000	chr4	24000000	24100000	+	-0.929569373898617
chr4-24100000	chr4	24100000	24200000	+	-0.767753208359029
chr4-24200000	chr4	24200000	24300000	+	-0.854718414395612
chr4-24300000	chr4	24300000	24400000	+	-0.901224545272464
chr4-24400000	chr4	24400000	24500000	+	-0.234498076674827
chr4-24500000	chr4	24500000	24600000	+	0.661063936316727
chr4-24600000	chr4	24600000	24700000	+	-0.256960575078982
chr4-24700000	chr4	24700000	24800000	+	-0.80121229202763
chr4-24800000	chr4	24800000	24900000	+	-0.559130170839802
chr4-24900000	chr4	24900000	25000000	+	-0.695164591717407
chr4-25000000	chr4	25000000	25100000	+	-0.908210629779802
chr4-25100000	chr4	25100000	25200000	+	-0.764989553915799
chr4-25200000	chr4	25200000	25300000	+	-0.520712880854002
chr4-25300000	chr4	25300000	25400000	+	-0.812865638336212
chr4-25400000	chr4	25400000	25500000	+	-1.00840147882793
chr4-25500000	chr4	25500000	25600000	+	-1.02153427107673
chr4-25600000	chr4	25600000	25700000	+	-0.934814394518895
chr4-25700000	chr4	25700000	25800000	+	-0.435145487011239
chr4-25800000	chr4	25800000	25900000	+	-0.787167529372387
chr4-25900000	chr4	25900000	26000000	+	-1.08406247495581
chr4-26000000	chr4	26000000	26100000	+	-0.949751803470123
chr4-26100000	chr4	26100000	26200000	+	-0.822486103396004
chr4-26200000	chr4	26200000	26300000	+	-0.645191719889371
chr4-26300000	chr4	26300000	26400000	+	-0.429009225060398
chr4-26400000	chr4	26400000	26500000	+	-0.807949751705728
chr4-26500000	chr4	26500000	26600000	+	-0.784225963848946
chr4-26600000	chr4	26600000	26700000	+	-1.03583599317674
chr4-26700000	chr4	26700000	26800000	+	-0.979582155261166
chr4-26800000	chr4	26800000	26900000	+	-0.8105737268995
chr4-26900000	chr4	26900000	27000000	+	-0.606444478963913
chr4-27000000	chr4	27000000	27100000	+	-0.77341850979805
chr4-27100000	chr4	27100000	27200000	+	-0.695016556835609
chr4-27200000	chr4	27200000	27300000	+	-0.877053485462282
chr4-27300000	chr4	27300000	27400000	+	-0.886685999309396
chr4-27400000	chr4	27400000	27500000	+	-0.927802115370863
chr4-27500000	chr4	27500000	27600000	+	-0.961896445368385
chr4-27600000	chr4	27600000	27700000	+	-0.97920558509843
chr4-27700000	chr4	27700000	27800000	+	-1.01807194298838
chr4-27800000	chr4	27800000	27900000	+	-0.986684182726539
chr4-27900000	chr4	27900000	28000000	+	-0.883249082132646
chr4-28000000	chr4	28000000	28100000	+	-1.01649015828499
chr4-28100000	chr4	28100000	28200000	+	-1.04363688618798
chr4-28200000	chr4	28200000	28300000	+	-0.998042951851098
chr4-28300000	chr4	28300000	28400000	+	-0.966213190446687
chr4-28400000	chr4	28400000	28500000	+	-0.945390040384684
chr4-28500000	chr4	28500000	28600000	+	-0.924294858387692
chr4-28600000	chr4	28600000	28700000	+	-0.887294323128926
chr4-28700000	chr4	28700000	28800000	+	-0.813263673943551
chr4-28800000	chr4	28800000	28900000	+	-0.752142752593098
chr4-28900000	chr4	28900000	29000000	+	-0.818125278241726
chr4-29000000	chr4	29000000	29100000	+	-0.798747963725533
chr4-29100000	chr4	29100000	29200000	+	-0.886035430969305
chr4-29200000	chr4	29200000	29300000	+	-0.933186654289646
chr4-29300000	chr4	29300000	29400000	+	-0.962073268665298
chr4-29400000	chr4	29400000	29500000	+	-0.961914237821094
chr4-29500000	chr4	29500000	29600000	+	-0.988181362445917
chr4-29600000	chr4	29600000	29700000	+	-1.02906312367177
chr4-29700000	chr4	29700000	29800000	+	-1.05751759781313
chr4-29800000	chr4	29800000	29900000	+	-1.02780651699172
chr4-29900000	chr4	29900000	30000000	+	-1.07266129277733
chr4-30000000	chr4	30000000	30100000	+	-1.12060981690063
chr4-30100000	chr4	30100000	30200000	+	-1.08810056658796
chr4-30200000	chr4	30200000	30300000	+	-1.06419525465456
chr4-30300000	chr4	30300000	30400000	+	-0.98736238135148
chr4-30400000	chr4	30400000	30500000	+	-1.04951222759094
chr4-30500000	chr4	30500000	30600000	+	-1.05043308672956
chr4-30600000	chr4	30600000	30700000	+	-1.07749939053211
chr4-30700000	chr4	30700000	30800000	+	-1.04175137275111
chr4-30800000	chr4	30800000	30900000	+	-1.06243144911766
chr4-30900000	chr4	30900000	31000000	+	-1.09109562287972
chr4-31000000	chr4	31000000	31100000	+	-1.10090490413516
chr4-31100000	chr4	31100000	31200000	+	-1.10713785384373
chr4-31200000	chr4	31200000	31300000	+	-1.09518834213801
chr4-31300000	chr4	31300000	31400000	+	-0.999440249542414
chr4-31400000	chr4	31400000	31500000	+	-0.893273468514351
chr4-31500000	chr4	31500000	31600000	+	-0.836312413192232
chr4-31600000	chr4	31600000	31700000	+	-0.919368961571637
chr4-31700000	chr4	31700000	31800000	+	-0.833231635734841
chr4-31800000	chr4	31800000	31900000	+	-0.649526826499673
chr4-31900000	chr4	31900000	32000000	+	0.0259588207254741
chr4-32000000	chr4	32000000	32100000	+	0.70654917660987
chr4-32100000	chr4	32100000	32200000	+	0.455042000296513
chr4-32200000	chr4	32200000	32300000	+	0.574695833361339
chr4-32300000	chr4	32300000	32400000	+	0.314736513462965
chr4-32400000	chr4	32400000	32500000	+	0.394990879926972
chr4-32500000	chr4	32500000	32600000	+	0.85056146346288
chr4-32600000	chr4	32600000	32700000	+	1.43485387590876
chr4-32700000	chr4	32700000	32800000	+	1.42815346596283
chr4-32800000	chr4	32800000	32900000	+	1.45783322398832
chr4-32900000	chr4	32900000	33000000	+	1.4960447132175
chr4-33000000	chr4	33000000	33100000	+	1.43396272876918
chr4-33100000	chr4	33100000	33200000	+	1.37193584518664
chr4-33200000	chr4	33200000	33300000	+	1.40570244421485
chr4-33300000	chr4	33300000	33400000	+	1.2755096838873
chr4-33400000	chr4	33400000	33500000	+	0.70043212838509
chr4-33500000	chr4	33500000	33600000	+	0.243589598024364
chr4-33600000	chr4	33600000	33700000	+	-0.380235114061801
chr4-33700000	chr4	33700000	33800000	+	-0.54091418010741
chr4-33800000	chr4	33800000	33900000	+	-0.267238015788675
chr4-33900000	chr4	33900000	34000000	+	-0.479069800826626
chr4-34000000	chr4	34000000	34100000	+	-0.749030568678419
chr4-34100000	chr4	34100000	34200000	+	-0.869063273665231
chr4-34200000	chr4	34200000	34300000	+	-0.706863652467618
chr4-34300000	chr4	34300000	34400000	+	-0.59943418851869
chr4-34400000	chr4	34400000	34500000	+	-0.674454338531636
chr4-34500000	chr4	34500000	34600000	+	0.540257089500806
chr4-34600000	chr4	34600000	34700000	+	1.01175416724729
chr4-34700000	chr4	34700000	34800000	+	0.928085687681018
chr4-34800000	chr4	34800000	34900000	+	0.962417526108482
chr4-34900000	chr4	34900000	35000000	+	0.359628016074648
chr4-35000000	chr4	35000000	35100000	+	0.219481256290259
chr4-35100000	chr4	35100000	35200000	+	0.345471217292257
chr4-35200000	chr4	35200000	35300000	+	-0.570417588449478
chr4-35300000	chr4	35300000	35400000	+	-0.928095634404107
chr4-35400000	chr4	35400000	35500000	+	-1.05713375779527
chr4-35500000	chr4	35500000	35600000	+	-1.03767962884342
chr4-35600000	chr4	35600000	35700000	+	-1.0745436329538
chr4-35700000	chr4	35700000	35800000	+	-1.13111919482122
chr4-35800000	chr4	35800000	35900000	+	-1.15021476565257
chr4-35900000	chr4	35900000	36000000	+	-1.15648537495857
chr4-36000000	chr4	36000000	36100000	+	-1.16311400844394
chr4-36100000	chr4	36100000	36200000	+	-1.21006056631521
chr4-36200000	chr4	36200000	36300000	+	-1.16253131076466
chr4-36300000	chr4	36300000	36400000	+	-1.16837443807174
chr4-36400000	chr4	36400000	36500000	+	-1.19818377551737
chr4-36500000	chr4	36500000	36600000	+	-1.1480816202017
chr4-36600000	chr4	36600000	36700000	+	-1.17281968926288
chr4-36700000	chr4	36700000	36800000	+	-1.14408529876399
chr4-36800000	chr4	36800000	36900000	+	-1.11882637659504
chr4-36900000	chr4	36900000	37000000	+	-1.08360628960792
chr4-37000000	chr4	37000000	37100000	+	-1.14232488462073
chr4-37100000	chr4	37100000	37200000	+	-1.06103788854394
chr4-37200000	chr4	37200000	37300000	+	-1.1136799611061
chr4-37300000	chr4	37300000	37400000	+	-1.1702468643169
chr4-37400000	chr4	37400000	37500000	+	-1.13007247103233
chr4-37500000	chr4	37500000	37600000	+	-0.852943801861234
chr4-37600000	chr4	37600000	37700000	+	-0.916437661278816
chr4-37700000	chr4	37700000	37800000	+	-1.09565727092231
chr4-37800000	chr4	37800000	37900000	+	-1.14379152088112
chr4-37900000	chr4	37900000	38000000	+	-1.04469825353693
chr4-38000000	chr4	38000000	38100000	+	-0.973653345937268
chr4-38100000	chr4	38100000	38200000	+	-1.05458611369583
chr4-38200000	chr4	38200000	38300000	+	-1.00876267968151
chr4-38300000	chr4	38300000	38400000	+	-0.830870030794031
chr4-38400000	chr4	38400000	38500000	+	-0.952234440459542
chr4-38500000	chr4	38500000	38600000	+	-0.980203325259171
chr4-38600000	chr4	38600000	38700000	+	-1.10536562802351
chr4-38700000	chr4	38700000	38800000	+	-1.1454743421663
chr4-38800000	chr4	38800000	38900000	+	-1.1279158254263
chr4-38900000	chr4	38900000	39000000	+	-1.09557221831693
chr4-39000000	chr4	39000000	39100000	+	-1.13891594193629
chr4-39100000	chr4	39100000	39200000	+	-1.1605492853821
chr4-39200000	chr4	39200000	39300000	+	-1.10494159263627
chr4-39300000	chr4	39300000	39400000	+	-1.09208989870843
chr4-39400000	chr4	39400000	39500000	+	-1.07903588248833
chr4-39500000	chr4	39500000	39600000	+	-1.09025531737413
chr4-39600000	chr4	39600000	39700000	+	-0.940247372648994
chr4-39700000	chr4	39700000	39800000	+	-0.923064058576162
chr4-39800000	chr4	39800000	39900000	+	-1.04271457570902
chr4-39900000	chr4	39900000	40000000	+	-1.05092796064695
chr4-40000000	chr4	40000000	40100000	+	-0.903683440502164
chr4-40100000	chr4	40100000	40200000	+	-0.0253589539633907
chr4-40200000	chr4	40200000	40300000	+	0.739275406477146
chr4-40300000	chr4	40300000	40400000	+	-0.627542607939072
chr4-40400000	chr4	40400000	40500000	+	-0.66916281545472
chr4-40500000	chr4	40500000	40600000	+	-0.481759511563169
chr4-40600000	chr4	40600000	40700000	+	0.282981680460666
chr4-40700000	chr4	40700000	40800000	+	1.33178190463929
chr4-40800000	chr4	40800000	40900000	+	1.47205982686968
chr4-40900000	chr4	40900000	41000000	+	1.48819764700584
chr4-41000000	chr4	41000000	41100000	+	1.54026920023901
chr4-41100000	chr4	41100000	41200000	+	1.53222622588599
chr4-41200000	chr4	41200000	41300000	+	1.53382901507791
chr4-41300000	chr4	41300000	41400000	+	1.54384058957763
chr4-41400000	chr4	41400000	41500000	+	1.50213304867657
chr4-41500000	chr4	41500000	41600000	+	1.53038394888589
chr4-41600000	chr4	41600000	41700000	+	1.54062064041073
chr4-41700000	chr4	41700000	41800000	+	1.53051434293561
chr4-42800000	chr4	42800000	42900000	+	1.38759798236267
chr4-42900000	chr4	42900000	43000000	+	1.52763161901061
chr4-43000000	chr4	43000000	43100000	+	1.51001685208119
chr4-43100000	chr4	43100000	43200000	+	1.28728434363357
chr4-43200000	chr4	43200000	43300000	+	1.21160275192524
chr4-43300000	chr4	43300000	43400000	+	1.37298760094875
chr4-43400000	chr4	43400000	43500000	+	1.52199571928947
chr4-43500000	chr4	43500000	43600000	+	1.52825290506988
chr4-43600000	chr4	43600000	43700000	+	1.50666666503837
chr4-43700000	chr4	43700000	43800000	+	1.48115405971659
chr4-43800000	chr4	43800000	43900000	+	1.45006167902745
chr4-43900000	chr4	43900000	44000000	+	1.51739110157883
chr4-44000000	chr4	44000000	44100000	+	1.52558439132383
chr4-44100000	chr4	44100000	44200000	+	1.51877666908968
chr4-44200000	chr4	44200000	44300000	+	1.50447071903641
chr4-44300000	chr4	44300000	44400000	+	1.46869878337315
chr4-44400000	chr4	44400000	44500000	+	1.33296667715728
chr4-44500000	chr4	44500000	44600000	+	1.35371253034651
chr4-44600000	chr4	44600000	44700000	+	1.30503685480834
chr4-44700000	chr4	44700000	44800000	+	1.36960585296544
chr4-44800000	chr4	44800000	44900000	+	1.28445388912019
chr4-44900000	chr4	44900000	45000000	+	1.44789786577768
chr4-45000000	chr4	45000000	45100000	+	1.48673404721536
chr4-45100000	chr4	45100000	45200000	+	1.35622819849956
chr4-45200000	chr4	45200000	45300000	+	1.33433681340898
chr4-45300000	chr4	45300000	45400000	+	1.43744604154072
chr4-45400000	chr4	45400000	45500000	+	1.43796738403557
chr4-45500000	chr4	45500000	45600000	+	1.44409101728606
chr4-45600000	chr4	45600000	45700000	+	1.33515513654953
chr4-45700000	chr4	45700000	45800000	+	1.36930915599431
chr4-45800000	chr4	45800000	45900000	+	1.41176876409031
chr4-45900000	chr4	45900000	46000000	+	1.1119370843838
chr4-46000000	chr4	46000000	46100000	+	1.06318959030266
chr4-46100000	chr4	46100000	46200000	+	1.41098950250269
chr4-46200000	chr4	46200000	46300000	+	1.18430864636995
chr4-46300000	chr4	46300000	46400000	+	1.41711872780482
chr4-46400000	chr4	46400000	46500000	+	1.46149836340234
chr4-46500000	chr4	46500000	46600000	+	1.37019798220955
chr4-46600000	chr4	46600000	46700000	+	1.29390080379382
chr4-46700000	chr4	46700000	46800000	+	0.601272441415256
chr4-46800000	chr4	46800000	46900000	+	0.31456391308449
chr4-46900000	chr4	46900000	47000000	+	0.270148885486905
chr4-47000000	chr4	47000000	47100000	+	0.526624091966055
chr4-47100000	chr4	47100000	47200000	+	0.30150935431885
chr4-47200000	chr4	47200000	47300000	+	0.17295960968441
chr4-47300000	chr4	47300000	47400000	+	0.230240353829221
chr4-47400000	chr4	47400000	47500000	+	0.332714028319842
chr4-47500000	chr4	47500000	47600000	+	-0.400053343202941
chr4-47600000	chr4	47600000	47700000	+	-0.60512638354419
chr4-47700000	chr4	47700000	47800000	+	-0.635817516202962
chr4-47800000	chr4	47800000	47900000	+	-0.640534791875323
chr4-47900000	chr4	47900000	48000000	+	-0.471712771695531
chr4-48000000	chr4	48000000	48100000	+	0.04001568464519
chr4-48100000	chr4	48100000	48200000	+	0.139714807104522
chr4-48200000	chr4	48200000	48300000	+	0.495075571481506
chr4-48300000	chr4	48300000	48400000	+	0.245893138480661
chr4-48400000	chr4	48400000	48500000	+	1.17234908641714
chr4-48500000	chr4	48500000	48600000	+	1.24329666397761
chr4-48600000	chr4	48600000	48700000	+	0.823717996341292
chr4-48700000	chr4	48700000	48800000	+	-0.655147921252439
chr4-48800000	chr4	48800000	48900000	+	-1.06552946278366
chr4-48900000	chr4	48900000	49000000	+	-1.11255387273957
chr4-49000000	chr4	49000000	49100000	+	-1.05618722409872
chr4-49100000	chr4	49100000	49200000	+	-1.09326571837898
chr4-49200000	chr4	49200000	49300000	+	-1.08283383041537
chr4-49300000	chr4	49300000	49400000	+	-0.75956524631937
chr4-49400000	chr4	49400000	49500000	+	-0.483729309841764
chr4-49500000	chr4	49500000	49600000	+	-0.34576476356012
chr4-49600000	chr4	49600000	49700000	+	-0.444063547597928
chr4-49700000	chr4	49700000	49800000	+	-1.10168815055964
